GEO_NAME,GEO_CODE (POR),DIM: Sex (3),DIM: Mother tongue (269),Dim: Knowledge of official languages (5): Member ID: [1]: Total - Knowledge of official languages,Dim: Knowledge of official languages (5): Member ID: [2]: English only,Dim: Knowledge of official languages (5): Member ID: [3]: French only,Dim: Knowledge of official languages (5): Member ID: [4]: English and French,Dim: Knowledge of official languages (5): Member ID: [5]: Neither English nor French
Canada,1,Male,"Tagalog (Pilipino, Filipino)",178575,173755,45,3305,1460
Canada,1,Male,Waray-Waray,435,425,0,0,10
Canada,1,Male,"Austronesian languages, n.i.e.",1775,1635,25,70,45
Canada,1,Male,Creole languages,32310,2650,14125,15110,425
Canada,1,Male,Haitian Creole,1440,90,575,760,15
Canada,1,Male,"Creole, n.o.s.",28455,1005,13495,13570,385
Canada,1,Male,"Creole languages, n.i.e.",2410,1555,50,785,20
Canada,1,Male,Dravidian languages,94765,85105,205,5300,4155
Canada,1,Male,Kannada,2040,1895,0,105,35
Canada,1,Male,Malayalam,14770,14005,5,340,430
Canada,1,Male,Tamil,69080,60800,205,4600,3470
Canada,1,Male,Telugu,8640,8180,0,255,205
Canada,1,Male,"Dravidian languages, n.i.e.",240,230,0,5,10
Canada,1,Male,Hmong-Mien languages,395,360,5,10,15
Canada,1,Male,Indo-European languages,1889400,1487540,50755,249945,101160
Canada,1,Male,Albanian,13610,11015,425,1295,870
Canada,1,Male,Armenian,16270,7590,475,7145,1055
Canada,1,Male,Balto-Slavic languages,323640,271505,5220,34865,12055
Canada,1,Male,Baltic languages,5310,4545,5,715,50
Canada,1,Male,Latvian,2350,2010,0,320,15
Canada,1,Male,Lithuanian,2960,2530,5,395,30
Canada,1,Male,Slavic languages,318330,266960,5215,34150,12005
Canada,1,Male,Belarusan,385,295,10,60,20
Canada,1,Male,Bosnian,6035,4850,355,570,260
Canada,1,Male,Bulgarian,9675,5810,665,2930,270
Canada,1,Male,Croatian,23540,21400,125,1590,430
Canada,1,Male,Czech,10530,9160,55,1140,170
Canada,1,Male,Macedonian,8050,7465,15,320,255
Canada,1,Male,Polish,82430,71260,515,8225,2440
Canada,1,Male,Russian,85400,66225,2510,11255,5410
Canada,1,Male,Serbian,28540,24480,320,2685,1050
Canada,1,Male,Serbo-Croatian,4570,3430,265,760,120
Canada,1,Male,Slovak,8075,6985,30,715,340
Canada,1,Male,Slovene (Slovenian),4410,3980,10,395,25
Canada,1,Male,Ukrainian,45440,40515,330,3390,1205
Canada,1,Male,"Slavic languages, n.i.e.",1255,1115,15,110,15
Canada,1,Male,Celtic languages,1340,1095,20,210,10
Canada,1,Male,Scottish Gaelic,540,435,0,95,10
Canada,1,Male,Welsh,500,450,0,50,0
Canada,1,Male,"Celtic languages, n.i.e.",295,210,20,70,0
Canada,1,Male,Germanic languages,258415,231485,620,19365,6940
Canada,1,Male,Afrikaans,5115,4875,0,200,35
Canada,1,Male,Danish,6245,5860,5,370,10
Canada,1,Male,Dutch,48195,43725,50,4230,190
Canada,1,Male,Frisian,1090,1025,0,60,5
Canada,1,Male,German,183215,165155,485,11875,5705
Canada,1,Male,Icelandic,595,550,0,45,5
Canada,1,Male,Norwegian,2170,2000,0,170,5
Canada,1,Male,Swedish,3015,2615,5,380,15
Canada,1,Male,Vlaams (Flemish),1730,1115,40,570,5
Canada,1,Male,Yiddish,6755,4455,15,1315,970
Canada,1,Male,"Germanic languages, n.i.e.",280,110,15,150,5
Canada,1,Male,Greek,53350,36420,285,14230,2415
Canada,1,Male,Indo-Iranian languages,664120,579575,2860,35490,46195
Canada,1,Male,Indo-Aryan languages,538530,476610,920,22280,38725
Canada,1,Male,Bengali,37410,32615,150,3725,915
Canada,1,Male,Gujarati,55105,49585,85,2430,3005
Canada,1,Male,Hindi,55880,52650,20,2015,1200
Canada,1,Male,Kashmiri,300,280,0,20,5
Canada,1,Male,Konkani,1620,1530,15,75,5
Canada,1,Male,Marathi,4300,4020,0,195,85
Canada,1,Male,Nepali,9225,7260,230,595,1145
Canada,1,Male,Oriya (Odia),560,535,0,15,10
Canada,1,Male,Punjabi (Panjabi),253515,217175,205,7035,29105
Canada,1,Male,Sindhi,5600,5135,5,385,80
Canada,1,Male,Sinhala (Sinhalese),8050,7625,0,310,115
Canada,1,Male,Urdu,106960,98200,210,5485,3070
Canada,1,Male,Iranian languages,122835,100585,1910,13015,7320
Canada,1,Male,Kurdish,6345,5165,150,415,625
Canada,1,Male,Pashto,8765,7690,50,495,530
Canada,1,Male,Persian (Farsi),107725,87740,1710,12110,6170
Canada,1,Male,"Indo-Iranian languages, n.i.e.",2760,2380,35,195,155
Canada,1,Male,Italic (Romance) languages,558660,348855,40845,137335,31625
Canada,1,Male,Catalan,440,205,30,205,10
Canada,1,Male,Italian,184410,119235,7220,50080,7885
Canada,1,Male,Portuguese,106630,76260,4940,16390,9035
Canada,1,Male,Romanian,46195,22430,4200,18025,1545
Canada,1,Male,Spanish,220605,130495,24440,52530,13150
Canada,1,Male,"Italic (Romance) languages, n.i.e.",380,235,15,115,10
Canada,1,Male,Japanese,14785,12865,90,870,970
Canada,1,Male,Kartvelian languages,910,715,5,70,120
Canada,1,Male,Georgian,910,715,5,70,120
Canada,1,Male,Korean,70305,61045,100,2670,6490
Canada,1,Male,Mongolic languages,690,580,10,55,40
Canada,1,Male,Mongolian,690,575,10,60,40
Canada,1,Male,Niger-Congo languages,45075,24565,6865,12890,760
Canada,1,Male,Akan (Twi),6490,5950,10,485,45
Canada,1,Male,Bamanankan,810,10,375,420,10
Canada,1,Male,Edo,770,735,0,35,5
Canada,1,Male,Ewe,950,400,165,380,5
Canada,1,Male,"Fulah (Pular, Pulaar, Fulfulde)",1495,70,550,825,45
Canada,1,Male,Ga,450,410,0,35,5
Canada,1,Male,Ganda,625,590,0,35,0
Canada,1,Male,Igbo,2260,2155,0,100,5
Canada,1,Male,Lingala,1780,65,780,925,15
Canada,1,Male,Rundi (Kirundi),2785,155,785,1720,120
Canada,1,Male,Kinyarwanda (Rwanda),2360,410,330,1575,45
Canada,1,Male,Shona,1515,1455,0,55,10
Canada,1,Male,Swahili,6380,3600,795,1760,230
Canada,1,Male,Wolof,2170,85,780,1260,40
Canada,1,Male,Yoruba,4780,4555,20,195,15
Canada,1,Male,"Niger-Congo languages, n.i.e.",9440,3910,2265,3090,165
Canada,1,Male,Nilo-Saharan languages,3025,2685,85,185,70
Canada,1,Male,Dinka,1115,1065,0,20,30
Canada,1,Male,"Nilo-Saharan languages, n.i.e.",1910,1615,80,165,40
Canada,1,Male,Sign languages,3925,1610,295,165,1855
Canada,1,Male,American Sign Language,1325,850,0,40,425
Canada,1,Male,Quebec Sign Language,335,0,185,55,95
Canada,1,Male,"Sign languages, n.i.e",2265,755,115,65,1335
Canada,1,Male,Sino-Tibetan languages,589570,454820,3670,25505,105570
Canada,1,Male,Chinese languages,581645,448095,3650,25365,104540
Canada,1,Male,Cantonese,262865,201950,1010,10000,49905
Canada,1,Male,Hakka,4895,4020,25,260,590
Canada,1,Male,Mandarin,274635,211990,2055,12955,47635
Canada,1,Male,Min Dong,580,315,0,5,255
Canada,1,Male,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",14450,10615,290,970,2575
Canada,1,Male,Wu (Shanghainese),5780,4150,40,260,1330
Canada,1,Male,"Chinese, n.o.s.",18170,14855,225,895,2200
Canada,1,Male,"Chinese languages, n.i.e.",275,200,5,30,50
Canada,1,Male,Tibeto-Burman languages,7920,6725,25,140,1030
Canada,1,Male,Burmese,1790,1630,5,25,130
Canada,1,Male,Karenic languages,2355,1810,5,10,530
Canada,1,Male,Tibetan,3080,2695,10,80,305
Canada,1,Male,"Tibeto-Burman languages, n.i.e.",695,595,10,25,65
Canada,1,Male,Tai-Kadai languages,8865,5935,790,1505,640
Canada,1,Male,Lao,6145,3720,760,1340,325
Canada,1,Male,Thai,2695,2190,30,165,310
Canada,1,Male,"Tai-Kadai languages, n.i.e",30,20,0,0,5
Canada,1,Male,Turkic languages,21120,15805,1035,2975,1305
Canada,1,Male,Azerbaijani,1785,1465,15,185,120
Canada,1,Male,Turkish,17375,12765,980,2585,1050
Canada,1,Male,Uyghur,510,400,10,65,40
Canada,1,Male,Uzbek,855,700,15,75,65
Canada,1,Male,"Turkic languages, n.i.e.",595,465,15,65,40
Canada,1,Male,Uralic languages,37790,32565,225,4030,975
Canada,1,Male,Estonian,2330,2010,0,300,15
Canada,1,Male,Finnish,6395,5975,5,340,70
Canada,1,Male,Hungarian,29060,24570,220,3385,885
Canada,1,Male,"Uralic languages, n.i.e.",0,5,0,0,0
Canada,1,Male,"Other languages, n.i.e.",2040,1465,140,345,90
Canada,1,Male,Multiple responses,398325,248250,19825,128390,1860
Canada,1,Male,English and French,80460,8270,2045,70095,50
Canada,1,Male,English and non-official language,259165,236695,195,20835,1440
Canada,1,Male,French and non-official language,42165,1685,17165,23020,290
Canada,1,Male,"English, French and non-official language",16535,1595,420,14440,80
Canada,1,Female,Total - Mother tongue,17666085,11919455,2218840,3144745,383045
Canada,1,Female,Single responses,17245775,11660285,2195720,3008665,381115
Canada,1,Female,Official languages,13425935,8811260,2036710,2573770,4200
Canada,1,Female,English,9780725,8788990,2575,985580,3585
Canada,1,Female,French,3645210,22270,2034135,1588190,615
Canada,1,Female,Non-official languages,3819840,2849025,159010,434895,376915
Canada,1,Female,Aboriginal languages,100900,85195,7140,4800,3770
Canada,1,Female,Algonquian languages,67520,55960,6900,3080,1580
Canada,1,Female,Blackfoot,1490,1480,0,10,0
Canada,1,Female,Cree-Montagnais languages,45530,35080,6615,2595,1240
Canada,1,Female,Atikamekw,3015,5,2670,135,210
Canada,1,Female,Montagnais (Innu),5350,795,3895,425,230
Canada,1,Female,Moose Cree,55,50,0,5,0
Canada,1,Female,Naskapi,620,485,10,65,60
Canada,1,Female,Northern East Cree,190,140,0,45,0
Canada,1,Female,Plains Cree,1705,1685,5,15,5
Canada,1,Female,Southern East Cree,25,15,0,10,0
Canada,1,Female,Swampy Cree,855,830,0,15,5
Canada,1,Female,Woods Cree,975,955,0,10,5
Canada,1,Female,"Cree, n.o.s.",32745,30115,40,1870,720
Canada,1,Female,Eastern Algonquian languages,3680,3555,5,120,10
Canada,1,Female,Malecite,160,160,0,5,0
Canada,1,Female,Mi'kmaq,3520,3395,5,115,10
Canada,1,Female,Ojibway-Potawatomi languages,16795,15835,280,355,335
Canada,1,Female,Algonquin,670,155,260,245,15
Canada,1,Female,Ojibway,9450,9200,10,95,145
Canada,1,Female,Oji-Cree,6595,6395,10,5,180
Canada,1,Female,Ottawa (Odawa),80,80,0,0,0
Canada,1,Female,"Algonquian languages, n.i.e.",20,15,0,10,0
Canada,1,Female,Athabaskan languages,9045,8830,5,55,160
Canada,1,Female,Northern Athabaskan languages,9010,8795,5,50,160
Canada,1,Female,Babine (Wetsuwet'en),60,60,0,0,0
Canada,1,Female,Beaver,105,100,0,0,0
Canada,1,Female,Carrier,565,560,0,5,5
Canada,1,Female,Chilcotin,360,350,0,5,5
Canada,1,Female,Dene,5515,5395,0,25,90
Canada,1,Female,Dogrib (Tlicho),815,780,0,0,30
Canada,1,Female,Gwich'in,150,145,0,0,0
Canada,1,Female,Sarsi (Sarcee),55,50,0,0,0
Canada,1,Female,Sekani,45,45,0,0,0
Canada,1,Female,Slavey-Hare languages,1040,1005,0,10,25
Canada,1,Female,North Slavey (Hare),395,385,0,0,10
Canada,1,Female,South Slavey,490,480,5,5,10
Canada,1,Female,"Slavey, n.o.s.",155,140,0,0,5
Canada,1,Female,Tahltan languages,140,140,0,5,0
Canada,1,Female,Kaska (Nahani),90,90,0,0,0
Canada,1,Female,Tahltan,50,50,0,0,0
Canada,1,Female,Tutchone languages,170,170,0,0,0
Canada,1,Female,Northern Tutchone,130,130,0,5,0
Canada,1,Female,Southern Tutchone,40,35,0,0,0
Canada,1,Female,"Athabaskan languages, n.i.e.",35,35,0,0,0
Canada,1,Female,Haida,45,45,0,0,0
Canada,1,Female,Inuit languages,18445,14685,200,1550,2005
Canada,1,Female,Inuinnaqtun (Inuvialuktun),580,565,0,0,15
Canada,1,Female,Inuktitut,17680,13965,200,1530,1985
Canada,1,Female,"Inuit languages, n.i.e.",185,160,5,15,5
Canada,1,Female,Iroquoian languages,635,585,5,35,0
Canada,1,Female,Cayuga,20,20,0,0,0
Canada,1,Female,Mohawk,555,515,5,30,0
Canada,1,Female,Oneida,40,40,0,0,0
Canada,1,Female,"Iroquoian languages, n.i.e.",20,15,5,5,0
Canada,1,Female,Kutenai,50,50,0,0,0
Canada,1,Female,Michif,235,195,0,40,5
Canada,1,Female,Salish languages,1180,1165,0,10,5
Canada,1,Female,Comox,40,45,0,0,0
Canada,1,Female,Halkomelem,245,245,0,5,0
Canada,1,Female,Lillooet,160,160,0,0,0
Canada,1,Female,Okanagan,135,135,0,0,0
Canada,1,Female,Shuswap (Secwepemctsin),220,220,0,0,0
Canada,1,Female,Squamish,25,20,0,0,0
Canada,1,Female,Straits,40,40,0,5,0
Canada,1,Female,Thompson (Ntlakapamux),185,190,0,0,0
Canada,1,Female,"Salish languages, n.i.e.",125,125,0,0,0
Canada,1,Female,Siouan languages,2215,2205,0,10,5
Canada,1,Female,Dakota,640,635,0,5,0
Canada,1,Female,Stoney,1555,1550,0,5,5
Canada,1,Female,"Siouan languages, n.i.e.",25,20,0,0,0
Canada,1,Female,Tlingit,55,50,0,0,0
Canada,1,Female,Tsimshian languages,750,740,0,10,0
Canada,1,Female,Gitxsan (Gitksan),450,440,0,5,5
Canada,1,Female,Nisga'a,195,195,0,0,0
Canada,1,Female,Tsimshian,110,105,0,5,0
Canada,1,Female,Wakashan languages,440,430,0,5,0
Canada,1,Female,Haisla,55,50,0,5,0
Canada,1,Female,Heiltsuk,55,55,0,0,0
Canada,1,Female,Kwakiutl (Kwak'wala),180,180,0,5,0
Canada,1,Female,Nuu-chah-nulth (Nootka),145,145,0,5,0
Canada,1,Female,"Wakashan languages, n.i.e.",5,5,0,0,0
Canada,1,Female,"Aboriginal languages, n.o.s.",290,255,20,5,10
Canada,1,Female,Non-Aboriginal languages,3718940,2763830,151870,430095,373140
Canada,1,Female,Afro-Asiatic languages,277305,146820,40605,62550,27330
Canada,1,Female,Berber languages,10270,165,6470,3280,355
Canada,1,Female,Kabyle,6155,95,3940,1895,225
Canada,1,Female,"Berber languages, n.i.e.",4120,70,2525,1385,135
Canada,1,Female,Cushitic languages,22790,18165,435,1905,2285
Canada,1,Female,Bilen,350,265,0,10,75
Canada,1,Female,Oromo,2400,2105,0,45,255
Canada,1,Female,Somali,19865,15705,420,1815,1920
Canada,1,Female,"Cushitic languages, n.i.e.",175,90,10,35,40
Canada,1,Female,Semitic languages,243725,128165,33625,57275,24665
Canada,1,Female,Amharic,11745,10620,30,575,520
Canada,1,Female,Arabic,199105,90635,33480,54245,20745
Canada,1,Female,Assyrian Neo-Aramaic,8160,6390,25,150,1600
Canada,1,Female,Chaldean Neo-Aramaic,2765,2115,5,70,585
Canada,1,Female,Harari,685,615,0,30,40
Canada,1,Female,Hebrew,9045,6980,60,1830,170
Canada,1,Female,Maltese,2800,2710,0,70,20
Canada,1,Female,Tigrigna,8340,7255,20,250,815
Canada,1,Female,"Semitic languages, n.i.e.",1070,840,10,60,160
Canada,1,Female,"Afro-Asiatic languages, n.i.e.",515,320,80,85,25
Canada,1,Female,Austro-Asiatic languages,94920,61355,5355,11670,16540
Canada,1,Female,Khmer (Cambodian),10860,5220,1655,2145,1840
Canada,1,Female,Vietnamese,83955,56065,3685,9510,14695
Canada,1,Female,"Austro-Asiatic languages, n.i.e",100,70,10,15,5
Canada,1,Female,Austronesian languages,299895,289410,450,7270,2770
Canada,1,Female,Bikol,1000,960,0,30,10
Canada,1,Female,Cebuano,11965,11565,5,300,95
Canada,1,Female,Fijian,345,335,0,5,10
Canada,1,Female,Hiligaynon,4205,4045,5,120,35
Canada,1,Female,Ilocano,15725,15190,0,320,215
Canada,1,Female,Malagasy,765,10,335,410,10
Canada,1,Female,Malay,7015,6370,10,455,190
Canada,1,Female,"Pampangan (Kapampangan, Pampango)",2180,2105,0,45,25
Canada,1,Female,Pangasinan,800,775,0,10,15
Canada,1,Female,"Tagalog (Pilipino, Filipino)",252810,245150,65,5485,2110
Canada,1,Female,Waray-Waray,675,650,0,20,10
Canada,1,Female,"Austronesian languages, n.i.e.",2425,2260,30,85,55
Canada,1,Female,Creole languages,39825,2840,22260,13045,1675
Canada,1,Female,Haitian Creole,1585,95,835,595,65
Canada,1,Female,"Creole, n.o.s.",35655,1015,21370,11680,1590
Canada,1,Female,"Creole languages, n.i.e.",2580,1730,55,765,25
Canada,1,Female,Dravidian languages,94640,80035,290,5925,8390
Canada,1,Female,Kannada,1930,1795,0,85,45
Canada,1,Female,Malayalam,13795,12905,5,365,525
Canada,1,Female,Tamil,71640,58635,285,5200,7525
Canada,1,Female,Telugu,7015,6475,0,255,285
Canada,1,Female,"Dravidian languages, n.i.e.",250,225,0,20,5
Canada,1,Female,Hmong-Mien languages,400,345,0,10,45
Canada,1,Female,Indo-European languages,1987930,1493945,65995,270730,157260
Canada,1,Female,Albanian,13285,10105,445,1410,1320
Canada,1,Female,Armenian,17185,7455,750,7505,1480
Canada,1,Female,Balto-Slavic languages,378340,305940,7510,46095,18785
Canada,1,Female,Baltic languages,7220,6015,15,1090,100
Canada,1,Female,Latvian,3105,2585,5,485,30
Canada,1,Female,Lithuanian,4115,3430,10,610,65
Canada,1,Female,Slavic languages,371115,299925,7500,45000,18690
Canada,1,Female,Belarusan,430,325,5,60,40
Canada,1,Female,Bosnian,6180,4800,420,615,345
Canada,1,Female,Bulgarian,10350,5650,805,3465,430
Canada,1,Female,Croatian,24660,21790,170,1990,710
Canada,1,Female,Czech,11765,10005,65,1510,185
Canada,1,Female,Macedonian,8725,7805,15,455,455
Canada,1,Female,Polish,99275,82810,960,11245,4265
Canada,1,Female,Russian,102855,75490,3780,15430,8155
Canada,1,Female,Serbian,28815,23505,375,3325,1615
Canada,1,Female,Serbo-Croatian,4985,3545,335,905,195
Canada,1,Female,Slovak,9510,8080,55,975,400
Canada,1,Female,Slovene (Slovenian),5375,4780,10,535,45
Canada,1,Female,Ukrainian,57040,50330,490,4395,1825
Canada,1,Female,"Slavic languages, n.i.e.",1170,1015,20,90,40
Canada,1,Female,Celtic languages,1360,1150,20,170,10
Canada,1,Female,Scottish Gaelic,550,490,5,55,10
Canada,1,Female,Welsh,575,505,0,65,5
Canada,1,Female,"Celtic languages, n.i.e.",230,160,15,50,5
Canada,1,Female,Germanic languages,280350,247705,710,24760,7175
Canada,1,Female,Afrikaans,5150,4885,5,225,35
Canada,1,Female,Danish,6390,5905,0,465,10
Canada,1,Female,Dutch,50820,45915,80,4635,190
Canada,1,Female,Frisian,1005,955,0,50,0
Canada,1,Female,German,200820,178695,535,15435,6160
Canada,1,Female,Icelandic,690,625,0,60,0
Canada,1,Female,Norwegian,2440,2220,5,220,5
Canada,1,Female,Swedish,3825,3185,10,625,5
Canada,1,Female,Vlaams (Flemish),2170,1440,60,660,5
Canada,1,Female,Yiddish,6800,3765,10,2265,765
Canada,1,Female,"Germanic languages, n.i.e.",245,110,15,110,5
Canada,1,Female,Greek,53170,35545,255,13170,4205
Canada,1,Female,Indo-Iranian languages,648630,528735,3390,38540,77965
Canada,1,Female,Indo-Aryan languages,526235,434720,980,24305,66230
Canada,1,Female,Bengali,35715,29625,175,3910,2010
Canada,1,Female,Gujarati,53675,44560,100,2835,6180
Canada,1,Female,Hindi,54765,49620,35,2325,2785
Canada,1,Female,Kashmiri,270,255,0,5,10
Canada,1,Female,Konkani,1710,1605,5,70,30
Canada,1,Female,Marathi,4000,3650,5,235,110
Canada,1,Female,Nepali,9045,6815,255,520,1450
Canada,1,Female,Oriya (Odia),490,445,0,25,20
Canada,1,Female,Punjabi (Panjabi),248160,193645,195,7790,46525
Canada,1,Female,Sindhi,6255,5510,15,450,290
Canada,1,Female,Sinhala (Sinhalese),8285,7670,0,405,205
Canada,1,Female,Urdu,103855,91315,195,5740,6610
Canada,1,Female,Iranian languages,119970,92095,2365,14070,11445
Canada,1,Female,Kurdish,5355,4120,160,315,755
Canada,1,Female,Pashto,8145,6410,80,465,1185
Canada,1,Female,Persian (Farsi),106475,81560,2120,13295,9500
Canada,1,Female,"Indo-Iranian languages, n.i.e.",2425,1925,55,160,290
Canada,1,Female,Italic (Romance) languages,595615,357305,52910,139080,46320
Canada,1,Female,Catalan,420,195,35,180,10
Canada,1,Female,Italian,191220,116790,8715,49900,15810
Canada,1,Female,Portuguese,114910,79160,6055,17135,12560
Canada,1,Female,Romanian,50470,23255,5170,19520,2520
Canada,1,Female,Spanish,238240,137685,32920,52250,15395
Canada,1,Female,"Italic (Romance) languages, n.i.e.",345,220,20,95,10
Canada,1,Female,Japanese,28855,25420,120,1850,1465
Canada,1,Female,Kartvelian languages,800,615,15,80,95
Canada,1,Female,Georgian,805,615,15,75,95
Canada,1,Female,Korean,83115,69240,135,3825,9915
Canada,1,Female,Mongolic languages,885,705,25,90,55
Canada,1,Female,Mongolian,885,705,25,95,60
Canada,1,Female,Niger-Congo languages,46300,25485,9000,10435,1380
Canada,1,Female,Akan (Twi),6970,6305,15,505,150
Canada,1,Female,Bamanankan,720,15,410,290,10
Canada,1,Female,Edo,900,860,5,30,5
Canada,1,Female,Ewe,805,395,210,190,10
Canada,1,Female,"Fulah (Pular, Pulaar, Fulfulde)",1330,70,710,510,40
Canada,1,Female,Ga,475,420,0,45,5
Canada,1,Female,Ganda,670,625,0,40,5
Canada,1,Female,Igbo,1975,1845,0,105,20
Canada,1,Female,Lingala,2025,65,1120,820,20
Canada,1,Female,Rundi (Kirundi),3060,145,1065,1635,210
Canada,1,Female,Kinyarwanda (Rwanda),2895,485,675,1615,110
Canada,1,Female,Shona,1665,1575,0,75,10
Canada,1,Female,Swahili,6990,3965,1130,1525,370
Canada,1,Female,Wolof,1820,75,875,810,60
Canada,1,Female,Yoruba,4300,4075,30,160,35
Canada,1,Female,"Niger-Congo languages, n.i.e.",9700,4555,2760,2085,295
Canada,1,Female,Nilo-Saharan languages,2845,2450,120,125,155
Canada,1,Female,Dinka,1000,920,0,20,65
Canada,1,Female,"Nilo-Saharan languages, n.i.e.",1845,1530,120,100,95
Canada,1,Female,Sign languages,3575,1685,270,205,1415
Canada,1,Female,American Sign Language,1360,965,0,60,335
Canada,1,Female,Quebec Sign Language,360,0,200,75,85
Canada,1,Female,"Sign languages, n.i.e",1860,725,65,75,995
Canada,1,Female,Sino-Tibetan languages,679650,502250,4490,32805,140100
Canada,1,Female,Chinese languages,671710,495740,4470,32630,138880
Canada,1,Female,Cantonese,302405,217585,1105,12510,71205
Canada,1,Female,Hakka,6015,4605,40,315,1040
Canada,1,Female,Mandarin,317405,240505,2690,17275,56940
Canada,1,Female,Min Dong,650,325,5,15,310
Canada,1,Female,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",17350,12125,305,1125,3790
Canada,1,Female,Wu (Shanghainese),7140,4775,40,365,1955
Canada,1,Female,"Chinese, n.o.s.",20410,15580,275,1000,3555
Canada,1,Female,"Chinese languages, n.i.e.",335,235,5,15,80
Canada,1,Female,Tibeto-Burman languages,7930,6510,25,180,1220
Canada,1,Female,Burmese,1795,1570,0,45,175
Canada,1,Female,Karenic languages,2350,1745,10,10,585
Canada,1,Female,Tibetan,3085,2620,5,105,360
Canada,1,Female,"Tibeto-Burman languages, n.i.e.",705,575,10,25,105
Canada,1,Female,Tai-Kadai languages,13140,9565,900,1615,1060
Canada,1,Female,Lao,6530,3805,830,1205,685
Canada,1,Female,Thai,6560,5715,65,415,365
Canada,1,Female,"Tai-Kadai languages, n.i.e",55,45,0,5,5
Canada,1,Female,Turkic languages,19025,13090,1395,2630,1910
Canada,1,Female,Azerbaijani,1470,1130,20,160,165
Canada,1,Female,Turkish,15440,10365,1295,2215,1565
Canada,1,Female,Uyghur,520,380,25,60,55
Canada,1,Female,Uzbek,865,660,20,105,80
Canada,1,Female,"Turkic languages, n.i.e.",720,550,35,85,50
Canada,1,Female,Uralic languages,44190,37425,275,5010,1485
Canada,1,Female,Estonian,3115,2615,0,470,30
Canada,1,Female,Finnish,8895,8140,5,655,95
Canada,1,Female,Hungarian,32180,26665,270,3880,1360
Canada,1,Female,"Uralic languages, n.i.e.",5,0,0,0,0
Canada,1,Female,"Other languages, n.i.e.",1645,1165,165,225,85
Canada,1,Female,Multiple responses,420305,259170,23125,136080,1935
Canada,1,Female,English and French,84860,8845,2320,73650,50
Canada,1,Female,English and non-official language,274100,246635,240,25725,1510
Canada,1,Female,French and non-official language,43980,1905,20080,21695,300
Canada,1,Female,"English, French and non-official language",17365,1790,490,15015,75
