Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Manitoba (46)   20000,Total - Sex,Total - Detailed mother tongue,1193095.0,1074330.0,1490.0,103140.0,14135.0
Manitoba (46)   20000,Total - Sex,  Single responses,1168575.0,1054130.0,1390.0,99050.0,14005.0
Manitoba (46)   20000,Total - Sex,    English,869985.0,814485.0,50.0,55120.0,335.0
Manitoba (46)   20000,Total - Sex,    French,42085.0,3410.0,1120.0,37555.0,5.0
Manitoba (46)   20000,Total - Sex,    Non-official languages,256500.0,236235.0,225.0,6375.0,13670.0
Manitoba (46)   20000,Total - Sex,      Aboriginal languages,35540.0,34890.0,5.0,140.0,500.0
Manitoba (46)   20000,Total - Sex,        Algonquian languages,33585.0,33000.0,5.0,105.0,475.0
Manitoba (46)   20000,Total - Sex,          Algonquin,5.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Atikamekw,0.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Blackfoot,5.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Cree languages,19025.0,18805.0,0.0,35.0,185.0
Manitoba (46)   20000,Total - Sex,"            Cree, n.o.s.",18970.0,18745.0,0.0,35.0,185.0
Manitoba (46)   20000,Total - Sex,            Swampy Cree,50.0,50.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,            Plains Cree,5.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,            Woods Cree,5.0,5.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,"            Cree, n.i.e.",5.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Malecite,0.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Mi'kmaq,10.0,5.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Innu/Montagnais,0.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Naskapi,0.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,          Ojibway,7760.0,7590.0,0.0,50.0,125.0
Manitoba (46)   20000,Total - Sex,          Oji-Cree,6785.0,6600.0,0.0,15.0,170.0
Manitoba (46)   20000,Total - Sex,"          Algonquian languages, n.i.e.",0.0,0.0,0.0,0.0,0.0
Manitoba (46)   20000,Total - Sex,        Michif,115.0,85.0,0.0,30.0,0.0
Manitoba (46)   20000,Total - Sex,        Athapaskan languages,1005.0,980.0,0.0,0.0,25.0
