Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,Total - Detailed mother tongue,41040.0,37045.0,45.0,3715.0,235.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,  Single responses,40500.0,36580.0,45.0,3635.0,235.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,    English,31380.0,28955.0,0.0,2415.0,5.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,    French,1080.0,80.0,45.0,960.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,    Non-official languages,8045.0,7550.0,0.0,265.0,225.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,      Aboriginal languages,5485.0,5265.0,5.0,55.0,160.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,        Algonquian languages,145.0,140.0,0.0,5.0,5.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,          Algonquin,0.0,0.0,0.0,0.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,          Atikamekw,0.0,0.0,0.0,0.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,          Blackfoot,0.0,0.0,0.0,0.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,          Cree languages,135.0,130.0,0.0,0.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,"            Cree, n.o.s.",135.0,130.0,0.0,5.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,            Swampy Cree,0.0,0.0,0.0,0.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,            Plains Cree,0.0,0.0,0.0,0.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,            Woods Cree,0.0,0.0,0.0,0.0,0.0
Northwest Territories / Territoires du Nord-Ouest (61)   01000,Total - Sex,"            Cree, n.i.e.",0.0,0.0,0.0,0.0,0.0
