Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Ontario (35)   20000,Total - Sex,Total - Detailed mother tongue,12722065.0,10984360.0,42980.0,1395805.0,298920.0
Ontario (35)   20000,Total - Sex,  Single responses,12434775.0,10767950.0,41500.0,1328095.0,297235.0
Ontario (35)   20000,Total - Sex,    English,8677045.0,7978135.0,495.0,694300.0,4110.0
Ontario (35)   20000,Total - Sex,    French,493300.0,21255.0,34630.0,437270.0,145.0
Ontario (35)   20000,Total - Sex,    Non-official languages,3264435.0,2768560.0,6370.0,196520.0,292980.0
Ontario (35)   20000,Total - Sex,      Aboriginal languages,16955.0,16220.0,10.0,310.0,415.0
Ontario (35)   20000,Total - Sex,        Algonquian languages,15465.0,14840.0,10.0,220.0,395.0
Ontario (35)   20000,Total - Sex,          Algonquin,70.0,45.0,0.0,25.0,0.0
Ontario (35)   20000,Total - Sex,          Atikamekw,5.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Blackfoot,20.0,15.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Cree languages,3945.0,3745.0,0.0,65.0,135.0
Ontario (35)   20000,Total - Sex,"            Cree, n.o.s.",3935.0,3735.0,0.0,65.0,135.0
Ontario (35)   20000,Total - Sex,            Swampy Cree,10.0,5.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,            Plains Cree,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,            Woods Cree,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,"            Cree, n.i.e.",0.0,5.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Malecite,15.0,10.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Mi'kmaq,75.0,55.0,0.0,10.0,0.0
Ontario (35)   20000,Total - Sex,          Innu/Montagnais,10.0,5.0,0.0,5.0,0.0
Ontario (35)   20000,Total - Sex,          Naskapi,10.0,5.0,0.0,5.0,0.0
Ontario (35)   20000,Total - Sex,          Ojibway,8255.0,8030.0,5.0,110.0,110.0
Ontario (35)   20000,Total - Sex,          Oji-Cree,3030.0,2880.0,0.0,5.0,145.0
Ontario (35)   20000,Total - Sex,"          Algonquian languages, n.i.e.",50.0,45.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,        Michif,20.0,10.0,0.0,15.0,0.0
Ontario (35)   20000,Total - Sex,        Athapaskan languages,115.0,100.0,5.0,5.0,5.0
Ontario (35)   20000,Total - Sex,          Carrier,5.0,10.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Wetsuweten,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Chilcotin,5.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Dene,15.0,20.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Tlicho (Dogrib),30.0,25.0,0.0,0.0,5.0
Ontario (35)   20000,Total - Sex,          Gwich'in,5.0,5.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          North Slavey (Hare),5.0,5.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          South Slavey,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,"          Slavey, n.o.s.",5.0,5.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Sarcee,30.0,25.0,0.0,0.0,5.0
Ontario (35)   20000,Total - Sex,          Beaver,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Sekani,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Kaska (Nahani),0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Tahltan,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Northern Tutchone,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,          Southern Tutchone,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,"          Tutchone, n.o.s.",0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,"          Athapaskan languages, n.i.e.",10.0,5.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,        Haida,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,        Iroquoian languages,720.0,690.0,0.0,25.0,0.0
Ontario (35)   20000,Total - Sex,          Mohawk,305.0,290.0,0.0,15.0,0.0
Ontario (35)   20000,Total - Sex,          Cayuga,210.0,205.0,0.0,5.0,0.0
Ontario (35)   20000,Total - Sex,          Oneida,145.0,145.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,"          Iroquoian languages, n.i.e.",50.0,50.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,        Kutenai,0.0,0.0,0.0,0.0,0.0
Ontario (35)   20000,Total - Sex,        Salish languages,10.0,10.0,0.0,0.0,0.0
