Geography,Sex (3),Detailed Mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Ontario (35)  20000,  Male,      Blackfoot,20,20,0,10,0
Ontario (35)  20000,  Male,      Malayalam,2575,2450,0,95,40
Ontario (35)  20000,  Male,      Thai,490,470,0,20,0
Ontario (35)  20000,  Male,      Kurdish,1950,1750,0,55,145
Ontario (35)  20000,  Male,      Pashto,2180,1955,0,55,180
Ontario (35)  20000,  Male,      Other languages,60560,53160,380,4435,2580
Ontario (35)  20000,  Male,  Multiple responses,79050,56445,180,21845,575
Ontario (35)  20000,  Male,    English and French,17160,2735,20,14405,0
Ontario (35)  20000,  Male,    English and non-official language,56540,51885,10,4120,535
Ontario (35)  20000,  Male,    French and non-official language,3735,1415,140,2135,50
Ontario (35)  20000,  Male,"    English, French and non-official language",1610,410,20,1190,0
Ontario (35)  20000,  Female,Total - Detailed mother tongue,5756400,4868410,23950,721590,142455
Ontario (35)  20000,  Female,  Single responses,5672845,4811535,23490,696230,141585
Ontario (35)  20000,  Female,    English,4051925,3679290,235,370510,1895
Ontario (35)  20000,  Female,    French,255545,8040,20040,227380,90
Ontario (35)  20000,  Female,    Non-official languages,1365375,1124210,3205,98345,139610
Ontario (35)  20000,  Female,      Italian,146870,116865,205,13080,16730
Ontario (35)  20000,  Female,      Cantonese,82520,60510,25,3225,18760
Ontario (35)  20000,  Female,      Mandarin,21145,17065,15,590,3470
Ontario (35)  20000,  Female,      Hakka,1105,910,0,65,130
Ontario (35)  20000,  Female,"      Chinese, n.o.s.",104360,79555,95,3870,20840
Ontario (35)  20000,  Female,      German,83115,73740,45,7195,2135
Ontario (35)  20000,  Female,      Portuguese,77190,59565,195,5410,12025
Ontario (35)  20000,  Female,      Polish,73705,64165,90,5680,3775
Ontario (35)  20000,  Female,      Ukrainian,26970,23910,20,2115,935
Ontario (35)  20000,  Female,      Spanish,60825,48750,225,6500,5365
Ontario (35)  20000,  Female,      Dutch,35125,32410,0,2580,130
Ontario (35)  20000,  Female,      Punjabi,53810,42160,20,2190,9445
Ontario (35)  20000,  Female,      Greek,32340,27825,25,2225,2260
Ontario (35)  20000,  Female,      Arabic,43960,31390,580,7965,4010
Ontario (35)  20000,  Female,      Tagalog (Pilipino),52655,50860,25,990,775
Ontario (35)  20000,  Female,      Hungarian,23000,19850,25,1905,1220
Ontario (35)  20000,  Female,      Vietnamese,28260,21500,100,1665,4995
Ontario (35)  20000,  Female,      Cree,2285,1995,0,115,180
Ontario (35)  20000,  Female,      Persian (Farsi),26785,21810,30,2130,2825
Ontario (35)  20000,  Female,      Croatian,18525,16280,30,1345,865
Ontario (35)  20000,  Female,      Gujarati,20385,16895,0,970,2505
Ontario (35)  20000,  Female,      Korean,23860,19420,20,1025,3385
Ontario (35)  20000,  Female,      Russian,29685,24995,25,2000,2655
Ontario (35)  20000,  Female,      Hindi,13160,11580,10,810,760
Ontario (35)  20000,  Female,      Tamil,37775,32615,25,1035,4105
Ontario (35)  20000,  Female,      Japanese,6300,5625,0,195,475
Ontario (35)  20000,  Female,      Creoles,2280,675,445,1080,75
Ontario (35)  20000,  Female,      Finnish,8180,7525,0,415,240
Ontario (35)  20000,  Female,      Czech,6210,5325,0,795,85
