Geography,Sex (3),Detailed Mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Alberta (48)  20000,  Male,      Norwegian,745,740,0,0,0
Alberta (48)  20000,  Male,      Hebrew,335,295,0,30,10
Alberta (48)  20000,  Male,      Estonian,105,80,0,25,0
Alberta (48)  20000,  Male,      Swedish,585,545,0,35,0
Alberta (48)  20000,  Male,      Lao,485,400,0,45,35
Alberta (48)  20000,  Male,      Lithuanian,185,175,0,10,0
Alberta (48)  20000,  Male,      Serbian,1075,1005,0,25,45
Alberta (48)  20000,  Male,      Latvian (Lettish),130,130,0,0,0
Alberta (48)  20000,  Male,      Slovenian,475,450,0,10,15
Alberta (48)  20000,  Male,      Turkish,465,395,0,60,10
Alberta (48)  20000,  Male,      Bengali,665,645,0,10,15
Alberta (48)  20000,  Male,      Maltese,40,35,0,0,0
Alberta (48)  20000,  Male,      Flemish,155,85,0,65,0
Alberta (48)  20000,  Male,      Montagnais-Naskapi,0,0,0,0,0
Alberta (48)  20000,  Male,      Bulgarian,205,185,0,15,0
Alberta (48)  20000,  Male,      Micmac,0,0,0,0,0
Alberta (48)  20000,  Male,      Gaelic languages,125,100,0,25,0
Alberta (48)  20000,  Male,      South Slave,95,90,0,0,0
Alberta (48)  20000,  Male,      Chipewyan,75,70,0,10,0
Alberta (48)  20000,  Male,      Dogrib,0,0,0,0,0
Alberta (48)  20000,  Male,      Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Alberta (48)  20000,  Male,      Tlingit,0,0,0,0,0
Alberta (48)  20000,  Male,      Serbo-Croatian,1595,1475,0,45,80
Alberta (48)  20000,  Male,      Dakota/Sioux,1355,1310,0,10,40
Alberta (48)  20000,  Male,      Malay-Bahasa,160,155,0,10,0
Alberta (48)  20000,  Male,      Blackfoot,1265,1250,0,0,15
Alberta (48)  20000,  Male,      Malayalam,510,490,0,20,0
Alberta (48)  20000,  Male,      Thai,110,110,0,0,0
Alberta (48)  20000,  Male,      Kurdish,285,245,0,10,30
Alberta (48)  20000,  Male,      Pashto,140,130,0,0,10
Alberta (48)  20000,  Male,      Other languages,9900,8895,20,605,375
Alberta (48)  20000,  Male,  Multiple responses,16075,12855,25,3100,105
Alberta (48)  20000,  Male,    English and French,2735,560,0,2170,0
Alberta (48)  20000,  Male,    English and non-official language,12585,11975,0,515,95
Alberta (48)  20000,  Male,    French and non-official language,545,230,25,275,10
Alberta (48)  20000,  Male,"    English, French and non-official language",215,80,0,135,0
Alberta (48)  20000,  Female,Total - Detailed mother tongue,1468515,1338865,995,109105,19545
Alberta (48)  20000,  Female,  Single responses,1450825,1324625,965,105795,19435
Alberta (48)  20000,  Female,    English,1180205,1109865,50,69965,325
Alberta (48)  20000,  Female,    French,29200,2400,765,26035,0
Alberta (48)  20000,  Female,    Non-official languages,241415,212365,155,9790,19110
Alberta (48)  20000,  Female,      Italian,6660,5645,10,625,380
Alberta (48)  20000,  Female,      Cantonese,13925,10480,0,455,2990
Alberta (48)  20000,  Female,      Mandarin,3000,2495,0,70,440
Alberta (48)  20000,  Female,      Hakka,305,220,0,15,70
Alberta (48)  20000,  Female,"      Chinese, n.o.s.",23820,18200,10,440,5175
Alberta (48)  20000,  Female,      German,39585,37200,10,1380,995
Alberta (48)  20000,  Female,      Portuguese,3055,2525,10,245,285
Alberta (48)  20000,  Female,      Polish,10865,9785,10,760,320
Alberta (48)  20000,  Female,      Ukrainian,18345,17850,15,320,150
Alberta (48)  20000,  Female,      Spanish,10235,8720,0,820,680
Alberta (48)  20000,  Female,      Dutch,9575,8970,0,565,35
Alberta (48)  20000,  Female,      Punjabi,11235,8635,0,365,2230
Alberta (48)  20000,  Female,      Greek,1260,1060,0,105,90
Alberta (48)  20000,  Female,      Arabic,6900,5750,30,585,525
Alberta (48)  20000,  Female,      Tagalog (Pilipino),11870,11655,0,100,115
Alberta (48)  20000,  Female,      Hungarian,3430,3130,0,210,85
Alberta (48)  20000,  Female,      Vietnamese,8455,6845,10,250,1355
Alberta (48)  20000,  Female,      Cree,7820,7525,0,70,230
Alberta (48)  20000,  Female,      Persian (Farsi),1690,1400,0,90,200
Alberta (48)  20000,  Female,      Croatian,2055,1885,10,85,75
Alberta (48)  20000,  Female,      Gujarati,2550,2215,0,105,235
Alberta (48)  20000,  Female,      Korean,3355,2670,0,140,545
Alberta (48)  20000,  Female,      Russian,3820,3405,0,235,180
Alberta (48)  20000,  Female,      Hindi,3055,2810,0,75,170
Alberta (48)  20000,  Female,      Tamil,580,510,0,20,55
Alberta (48)  20000,  Female,      Japanese,2200,2025,0,75,105
Alberta (48)  20000,  Female,      Creoles,115,60,0,45,10
Alberta (48)  20000,  Female,      Finnish,725,680,0,40,10
Alberta (48)  20000,  Female,      Czech,1790,1670,0,105,15
Alberta (48)  20000,  Female,      Armenian,135,85,0,45,0
Alberta (48)  20000,  Female,      Yiddish,200,160,0,35,0
Alberta (48)  20000,  Female,      Urdu,2315,2065,0,45,215
Alberta (48)  20000,  Female,      Inuktitut (Eskimo),80,80,0,0,0
Alberta (48)  20000,  Female,      Romanian,1385,1075,10,245,60
Alberta (48)  20000,  Female,      Ojibway,315,285,0,10,25
Alberta (48)  20000,  Female,      Danish,1615,1545,0,55,10
Alberta (48)  20000,  Female,      Slovak,900,835,0,60,0
Alberta (48)  20000,  Female,      Macedonian,45,25,0,0,15
Alberta (48)  20000,  Female,      Khmer (Cambodian),785,680,0,30,80
Alberta (48)  20000,  Female,      Norwegian,925,920,0,0,0
Alberta (48)  20000,  Female,      Hebrew,265,215,0,50,0
Alberta (48)  20000,  Female,      Estonian,90,85,0,0,0
