Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Ontario (35)   20010,  Male,      Blackfoot,0,0,0,10,0
Ontario (35)   20010,  Male,      Carrier,0,0,0,0,0
Ontario (35)   20010,  Male,      Chilcotin,0,0,0,0,0
Ontario (35)   20010,  Male,      Chipewyan,0,0,0,0,0
Ontario (35)   20010,  Male,      Cree,1630,1495,0,45,90
Ontario (35)   20010,  Male,      Siouan languages (Dakota/Sioux),0,0,0,0,0
Ontario (35)   20010,  Male,      Dene,10,10,0,0,0
Ontario (35)   20010,  Male,      Dogrib,20,25,0,0,0
Ontario (35)   20010,  Male,      Gitksan,0,0,0,0,0
Ontario (35)   20010,  Male,      Inuinnaqtun,0,0,0,0,0
Ontario (35)   20010,  Male,"      Inuktitut, n.i.e.",150,130,0,0,20
Ontario (35)   20010,  Male,      Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Ontario (35)   20010,  Male,      Malecite,0,10,0,0,0
Ontario (35)   20010,  Male,      Mi'kmaq,30,15,0,10,0
Ontario (35)   20010,  Male,      Mohawk,70,60,0,10,0
Ontario (35)   20010,  Male,      Montagnais-Naskapi,0,0,0,0,0
Ontario (35)   20010,  Male,      Nisga'a,0,0,0,0,0
Ontario (35)   20010,  Male,      North Slave (Hare),0,0,0,0,0
Ontario (35)   20010,  Male,      Ojibway,5885,5660,10,35,180
Ontario (35)   20010,  Male,      Oji-Cree,3055,2835,0,10,210
Ontario (35)   20010,  Male,      Shuswap,0,0,0,0,0
Ontario (35)   20010,  Male,      South Slave,0,0,0,0,0
Ontario (35)   20010,  Male,      Tlingit,0,0,0,0,0
Ontario (35)   20010,  Male,      Italian,141515,123050,145,10165,8150
Ontario (35)   20010,  Male,      Portuguese,75560,62695,180,4400,8275
Ontario (35)   20010,  Male,      Romanian,18605,13100,40,4725,745
Ontario (35)   20010,  Male,      Spanish,77380,64470,115,6515,6280
Ontario (35)   20010,  Male,      Danish,3150,2990,0,160,10
Ontario (35)   20010,  Male,      Dutch,33290,30580,15,2505,195
Ontario (35)   20010,  Male,      Flemish,1360,1075,0,280,0
Ontario (35)   20010,  Male,      Frisian,870,820,10,40,10
Ontario (35)   20010,  Male,      German,74370,67315,45,5095,1915
