Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Alberta (48)   21010,Total - Sex,Total - Detailed mother tongue,3256355,2990805,2200,222885,40465
Alberta (48)   21010,Total - Sex,  Single responses,3221420,2962470,2135,216610,40210
Alberta (48)   21010,Total - Sex,    English,2576670,2437555,20,138380,720
Alberta (48)   21010,Total - Sex,    French,61225,5120,1645,54440,20
Alberta (48)   21010,Total - Sex,    Non-official languages,583525,519795,465,23795,39465
Alberta (48)   21010,Total - Sex,      Algonquin,0,0,0,0,0
Alberta (48)   21010,Total - Sex,      Atikamekw,0,0,0,0,0
Alberta (48)   21010,Total - Sex,      Blackfoot,3015,2980,10,15,20
Alberta (48)   21010,Total - Sex,      Carrier,0,0,0,0,0
Alberta (48)   21010,Total - Sex,      Chilcotin,10,0,0,0,10
Alberta (48)   21010,Total - Sex,      Chipewyan,110,100,0,10,0
Alberta (48)   21010,Total - Sex,      Cree,17215,16675,0,130,395
Alberta (48)   21010,Total - Sex,      Siouan languages (Dakota/Sioux),3790,3720,0,25,35
Alberta (48)   21010,Total - Sex,      Dene,1585,1515,0,10,60
Alberta (48)   21010,Total - Sex,      Dogrib,10,10,0,0,0
Alberta (48)   21010,Total - Sex,      Gitksan,15,15,0,0,0
Alberta (48)   21010,Total - Sex,      Inuinnaqtun,10,0,0,0,0
Alberta (48)   21010,Total - Sex,"      Inuktitut, n.i.e.",150,145,0,0,0
Alberta (48)   21010,Total - Sex,      Kutchin-Gwich'in (Loucheux),20,15,0,0,0
Alberta (48)   21010,Total - Sex,      Malecite,0,0,0,0,0
Alberta (48)   21010,Total - Sex,      Mi'kmaq,15,10,0,10,0
Alberta (48)   21010,Total - Sex,      Mohawk,10,10,0,0,0
Alberta (48)   21010,Total - Sex,      Montagnais-Naskapi,0,0,0,0,0
Alberta (48)   21010,Total - Sex,      Nisga'a,10,10,0,0,0
Alberta (48)   21010,Total - Sex,      North Slave (Hare),10,10,0,0,0
Alberta (48)   21010,Total - Sex,      Ojibway,610,590,0,10,20
Alberta (48)   21010,Total - Sex,      Oji-Cree,0,0,0,0,0
Alberta (48)   21010,Total - Sex,      Shuswap,15,10,0,0,0
Alberta (48)   21010,Total - Sex,      South Slave,190,190,0,10,0
Alberta (48)   21010,Total - Sex,      Tlingit,10,0,0,0,0
Alberta (48)   21010,Total - Sex,      Italian,13095,11270,20,1350,455
