Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Quebec / Québec (24)   21010,Total - Sex,Total - Detailed mother tongue,7435900,336785,4010880,3017860,70375
Quebec / Québec (24)   21010,Total - Sex,  Single responses,7339495,329790,3993815,2946040,69855
Quebec / Québec (24)   21010,Total - Sex,    English,575555,175785,2725,396670,380
Quebec / Québec (24)   21010,Total - Sex,    French,5877660,1235,3770910,2104585,935
Quebec / Québec (24)   21010,Total - Sex,    Non-official languages,886280,152770,220185,444790,68535
Quebec / Québec (24)   21010,Total - Sex,      Algonquin,1880,220,1005,595,55
Quebec / Québec (24)   21010,Total - Sex,      Atikamekw,5245,20,4220,140,865
Quebec / Québec (24)   21010,Total - Sex,      Blackfoot,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Carrier,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Chilcotin,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Chipewyan,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Cree,13340,8135,230,3200,1775
Quebec / Québec (24)   21010,Total - Sex,      Siouan languages (Dakota/Sioux),10,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Dene,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Dogrib,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Gitksan,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Inuinnaqtun,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,"      Inuktitut, n.i.e.",9615,4995,800,1480,2340
Quebec / Québec (24)   21010,Total - Sex,      Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Malecite,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Mi'kmaq,565,425,25,100,15
Quebec / Québec (24)   21010,Total - Sex,      Mohawk,75,25,0,50,0
Quebec / Québec (24)   21010,Total - Sex,      Montagnais-Naskapi,9335,555,7120,885,770
Quebec / Québec (24)   21010,Total - Sex,      Nisga'a,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      North Slave (Hare),0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Ojibway,25,10,0,15,0
Quebec / Québec (24)   21010,Total - Sex,      Oji-Cree,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Shuswap,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      South Slave,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Tlingit,0,0,0,0,0
Quebec / Québec (24)   21010,Total - Sex,      Italian,124820,5530,22085,89435,7770
Quebec / Québec (24)   21010,Total - Sex,      Portuguese,34710,1620,11325,19795,1965
Quebec / Québec (24)   21010,Total - Sex,      Romanian,27180,1100,6830,17920,1335
Quebec / Québec (24)   21010,Total - Sex,      Spanish,108790,5100,45765,49560,8370
Quebec / Québec (24)   21010,Total - Sex,      Danish,590,245,0,345,0
Quebec / Québec (24)   21010,Total - Sex,      Dutch,3625,800,325,2435,60
Quebec / Québec (24)   21010,Total - Sex,      Flemish,700,25,210,465,0
Quebec / Québec (24)   21010,Total - Sex,      Frisian,25,0,0,15,0
Quebec / Québec (24)   21010,Total - Sex,      German,17850,5255,1925,10400,275
Quebec / Québec (24)   21010,Total - Sex,      Norwegian,305,140,10,155,0
Quebec / Québec (24)   21010,Total - Sex,      Swedish,620,195,60,365,0
Quebec / Québec (24)   21010,Total - Sex,      Yiddish,8230,3930,80,3105,1115
Quebec / Québec (24)   21010,Total - Sex,      Bosnian,1775,25,1010,585,155
Quebec / Québec (24)   21010,Total - Sex,      Bulgarian,5215,565,1280,2990,375
Quebec / Québec (24)   21010,Total - Sex,      Croatian,2610,660,325,1520,105
Quebec / Québec (24)   21010,Total - Sex,      Czech,1715,455,120,1110,30
Quebec / Québec (24)   21010,Total - Sex,      Macedonian,235,25,50,135,20
Quebec / Québec (24)   21010,Total - Sex,      Polish,17305,4075,2030,10550,645
Quebec / Québec (24)   21010,Total - Sex,      Russian,19275,4035,3580,10370,1295
Quebec / Québec (24)   21010,Total - Sex,      Serbian,2380,285,600,1395,95
Quebec / Québec (24)   21010,Total - Sex,      Serbo-Croatian,2750,190,1080,1395,90
Quebec / Québec (24)   21010,Total - Sex,      Slovak,1405,345,65,985,10
Quebec / Québec (24)   21010,Total - Sex,      Slovenian,1085,465,75,525,25
Quebec / Québec (24)   21010,Total - Sex,      Ukrainian,5400,1375,440,3445,135
Quebec / Québec (24)   21010,Total - Sex,      Latvian,465,200,0,270,0
Quebec / Québec (24)   21010,Total - Sex,      Lithuanian,850,270,45,510,15
Quebec / Québec (24)   21010,Total - Sex,      Estonian,325,135,25,150,10
Quebec / Québec (24)   21010,Total - Sex,      Finnish,435,170,25,225,10
Quebec / Québec (24)   21010,Total - Sex,      Hungarian,7755,2705,565,4260,220
Quebec / Québec (24)   21010,Total - Sex,      Greek,41845,12655,1195,23840,4160
Quebec / Québec (24)   21010,Total - Sex,      Armenian,15520,1225,1460,11835,1000
Quebec / Québec (24)   21010,Total - Sex,      Turkish,5865,925,2035,2075,830
Quebec / Québec (24)   21010,Total - Sex,      Amharic,665,225,60,360,20
Quebec / Québec (24)   21010,Total - Sex,      Arabic,108105,8945,35310,58400,5450
Quebec / Québec (24)   21010,Total - Sex,      Hebrew,4110,1230,185,2585,105
Quebec / Québec (24)   21010,Total - Sex,      Maltese,25,10,10,10,0
Quebec / Québec (24)   21010,Total - Sex,      Somali,875,120,220,465,80
Quebec / Québec (24)   21010,Total - Sex,      Tigrigna,205,60,15,115,15
Quebec / Québec (24)   21010,Total - Sex,      Bengali,9660,4995,505,3145,1015
Quebec / Québec (24)   21010,Total - Sex,      Gujarati,6045,2915,195,2250,690
Quebec / Québec (24)   21010,Total - Sex,      Hindi,2620,1255,55,1180,130
Quebec / Québec (24)   21010,Total - Sex,      Kurdish,1075,150,485,315,130
Quebec / Québec (24)   21010,Total - Sex,      Panjabi (Punjabi),11905,5500,355,4250,1800
Quebec / Québec (24)   21010,Total - Sex,      Pashto,835,275,70,270,215
Quebec / Québec (24)   21010,Total - Sex,      Persian (Farsi),14655,2985,2725,7470,1470
Quebec / Québec (24)   21010,Total - Sex,      Sindhi,240,95,0,140,0
Quebec / Québec (24)   21010,Total - Sex,      Sinhala (Sinhalese),580,360,10,180,35
Quebec / Québec (24)   21010,Total - Sex,      Urdu,9685,4720,525,3565,875
