Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,Total - Detailed mother tongue,4074385,3653365,2070,295645,123305
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,  Single responses,4022045,3610165,1985,287115,122775
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,    English,2875775,2685525,50,188755,1440
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,    French,54745,4435,1350,48935,20
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,    Non-official languages,1091530,920205,590,49420,121310
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Algonquin,0,0,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Atikamekw,0,0,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Blackfoot,30,30,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Carrier,1545,1525,0,15,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Chilcotin,1065,995,20,35,25
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Chipewyan,0,0,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Cree,1145,1095,10,50,10
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Siouan languages (Dakota/Sioux),705,680,0,10,15
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Dene,65,70,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Dogrib,20,20,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Gitksan,1150,1145,0,0,10
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Inuinnaqtun,0,0,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,"      Inuktitut, n.i.e.",105,105,0,0,10
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Kutchin-Gwich'in (Loucheux),70,70,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Malecite,0,0,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Mi'kmaq,15,10,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Mohawk,70,55,0,15,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Montagnais-Naskapi,0,10,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Nisga'a,660,660,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      North Slave (Hare),185,180,0,0,10
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Ojibway,170,160,0,10,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Oji-Cree,10,10,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Shuswap,915,885,15,10,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      South Slave,115,95,0,10,10
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Tlingit,10,0,0,0,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Italian,27020,23655,20,2715,630
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Portuguese,14385,12530,0,1140,710
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Romanian,6335,4395,0,1675,255
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Spanish,34075,28410,70,3960,1635
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Danish,6725,6315,0,400,10
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Dutch,26350,23580,15,2590,170
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Flemish,585,365,0,220,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Frisian,540,530,0,10,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      German,86690,79040,15,6760,875
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Norwegian,3275,3085,0,185,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Swedish,2880,2635,0,235,10
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Yiddish,375,290,0,85,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Bosnian,1505,1310,0,140,60
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Bulgarian,1605,1325,0,240,40
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Croatian,8560,7930,10,480,150
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Czech,6000,5485,0,485,30
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Macedonian,275,255,0,15,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Polish,17565,15575,0,1505,480
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Russian,19320,17490,0,935,885
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Serbian,6185,5170,0,625,385
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Serbo-Croatian,1745,1600,0,90,55
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Slovak,3485,3250,10,165,65
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Slovenian,1510,1430,0,80,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Ukrainian,12285,11620,0,560,100
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Latvian,620,560,0,55,0
British Columbia / Colombie-Britannique (59)   21010,Total - Sex,      Lithuanian,495,410,0,85,0
