Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Saskatchewan (47)   20010,Total - Sex,Total - Detailed mother tongue,953845,902650,480,47450,3260
Saskatchewan (47)   20010,Total - Sex,  Single responses,946250,896135,485,46375,3255
Saskatchewan (47)   20010,Total - Sex,    English,811730,781630,10,30005,85
Saskatchewan (47)   20010,Total - Sex,    French,16055,1790,410,13855,0
Saskatchewan (47)   20010,Total - Sex,    Non-official languages,118465,112720,60,2510,3170
Saskatchewan (47)   20010,Total - Sex,      Algonquin,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Atikamekw,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Blackfoot,10,15,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Carrier,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Chilcotin,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Chipewyan,10,10,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Cree,24250,23525,15,115,595
Saskatchewan (47)   20010,Total - Sex,      Siouan languages (Dakota/Sioux),410,405,0,0,10
Saskatchewan (47)   20010,Total - Sex,      Dene,7135,6780,0,25,325
Saskatchewan (47)   20010,Total - Sex,      Dogrib,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Gitksan,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Inuinnaqtun,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,"      Inuktitut, n.i.e.",35,35,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Malecite,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Mi'kmaq,10,10,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Mohawk,0,10,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Montagnais-Naskapi,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Nisga'a,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      North Slave (Hare),0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Ojibway,1745,1715,0,0,30
Saskatchewan (47)   20010,Total - Sex,      Oji-Cree,0,10,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Shuswap,10,10,0,0,0
Saskatchewan (47)   20010,Total - Sex,      South Slave,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Tlingit,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Italian,730,675,0,50,10
Saskatchewan (47)   20010,Total - Sex,      Portuguese,380,335,0,40,0
Saskatchewan (47)   20010,Total - Sex,      Romanian,770,690,0,70,10
Saskatchewan (47)   20010,Total - Sex,      Spanish,2735,2320,0,215,200
Saskatchewan (47)   20010,Total - Sex,      Danish,420,410,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Dutch,1790,1695,0,95,0
Saskatchewan (47)   20010,Total - Sex,      Flemish,75,50,0,25,0
Saskatchewan (47)   20010,Total - Sex,      Frisian,45,30,0,10,0
Saskatchewan (47)   20010,Total - Sex,      German,28555,27680,10,400,470
Saskatchewan (47)   20010,Total - Sex,      Norwegian,830,820,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Swedish,360,355,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Yiddish,25,20,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Bosnian,335,335,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Bulgarian,45,45,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Croatian,450,400,10,25,10
Saskatchewan (47)   20010,Total - Sex,      Czech,325,325,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Macedonian,0,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Polish,2510,2390,0,100,25
Saskatchewan (47)   20010,Total - Sex,      Russian,1400,1315,0,65,20
Saskatchewan (47)   20010,Total - Sex,      Serbian,275,245,0,25,10
Saskatchewan (47)   20010,Total - Sex,      Serbo-Croatian,195,175,0,15,0
Saskatchewan (47)   20010,Total - Sex,      Slovak,215,185,0,25,0
Saskatchewan (47)   20010,Total - Sex,      Slovenian,130,125,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Ukrainian,16350,16045,15,225,60
Saskatchewan (47)   20010,Total - Sex,      Latvian,40,35,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Lithuanian,40,40,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Estonian,30,30,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Finnish,365,350,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Hungarian,2190,2130,0,60,0
Saskatchewan (47)   20010,Total - Sex,      Greek,1060,1000,0,30,35
Saskatchewan (47)   20010,Total - Sex,      Armenian,10,10,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Turkish,155,145,0,0,10
Saskatchewan (47)   20010,Total - Sex,      Amharic,165,160,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Arabic,1530,1310,10,155,65
Saskatchewan (47)   20010,Total - Sex,      Hebrew,15,15,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Maltese,10,0,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Somali,215,155,0,0,60
Saskatchewan (47)   20010,Total - Sex,      Tigrigna,225,195,0,15,10
Saskatchewan (47)   20010,Total - Sex,      Bengali,190,180,0,0,10
Saskatchewan (47)   20010,Total - Sex,      Gujarati,205,200,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Hindi,355,345,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Kurdish,75,30,0,0,40
Saskatchewan (47)   20010,Total - Sex,      Panjabi (Punjabi),845,780,0,15,55
Saskatchewan (47)   20010,Total - Sex,      Pashto,120,120,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Persian (Farsi),780,715,0,35,35
Saskatchewan (47)   20010,Total - Sex,      Sindhi,10,10,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Sinhala (Sinhalese),135,140,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Urdu,335,310,0,20,0
Saskatchewan (47)   20010,Total - Sex,      Malayalam,115,110,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Tamil,310,290,0,20,0
Saskatchewan (47)   20010,Total - Sex,      Telugu,65,70,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Japanese,290,285,0,0,10
Saskatchewan (47)   20010,Total - Sex,      Korean,675,600,0,15,60
Saskatchewan (47)   20010,Total - Sex,      Cantonese,1720,1525,0,55,140
Saskatchewan (47)   20010,Total - Sex,"      Chinese, n.o.s.",4970,4410,0,65,495
Saskatchewan (47)   20010,Total - Sex,      Mandarin,710,635,0,60,20
Saskatchewan (47)   20010,Total - Sex,      Taiwanese,40,35,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Lao,340,320,0,10,10
Saskatchewan (47)   20010,Total - Sex,      Khmer (Cambodian),110,110,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Vietnamese,1305,1140,0,65,95
Saskatchewan (47)   20010,Total - Sex,      Bisayan languages,150,155,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Ilocano,110,110,0,0,0
Saskatchewan (47)   20010,Total - Sex,      Malay,115,115,0,0,0
Saskatchewan (47)   20010,Total - Sex,"      Tagalog (Pilipino, Filipino)",2170,2090,0,65,20
Saskatchewan (47)   20010,Total - Sex,      Akan (Twi),60,55,0,10,0
Saskatchewan (47)   20010,Total - Sex,      Swahili,105,80,10,20,0
Saskatchewan (47)   20010,Total - Sex,      Creoles,35,15,0,15,0
Saskatchewan (47)   20010,Total - Sex,      Other languages,3360,3015,0,170,175
Saskatchewan (47)   20010,Total - Sex,  Multiple responses,7600,6510,0,1075,0
Saskatchewan (47)   20010,Total - Sex,    English and French,1130,365,0,765,0
Saskatchewan (47)   20010,Total - Sex,    English and non-official language,6075,5900,0,175,10
Saskatchewan (47)   20010,Total - Sex,    French and non-official language,245,170,0,70,0
Saskatchewan (47)   20010,Total - Sex,"    English, French and non-official language",140,75,0,65,0
Saskatchewan (47)   20010,  Male,Total - Detailed mother tongue,469400,446485,230,21185,1505
Saskatchewan (47)   20010,  Male,  Single responses,465895,443530,230,20630,1500
Saskatchewan (47)   20010,  Male,    English,401635,388710,0,12890,30
Saskatchewan (47)   20010,  Male,    French,7540,815,190,6530,0
Saskatchewan (47)   20010,  Male,    Non-official languages,56720,54010,25,1215,1470
Saskatchewan (47)   20010,  Male,      Algonquin,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Atikamekw,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Blackfoot,10,0,0,0,0
Saskatchewan (47)   20010,  Male,      Carrier,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Chilcotin,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Chipewyan,10,0,0,0,0
Saskatchewan (47)   20010,  Male,      Cree,11800,11430,10,65,295
Saskatchewan (47)   20010,  Male,      Siouan languages (Dakota/Sioux),190,180,0,0,0
Saskatchewan (47)   20010,  Male,      Dene,3520,3340,0,15,170
Saskatchewan (47)   20010,  Male,      Dogrib,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Gitksan,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Inuinnaqtun,0,0,0,0,0
Saskatchewan (47)   20010,  Male,"      Inuktitut, n.i.e.",15,15,0,0,0
Saskatchewan (47)   20010,  Male,      Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Malecite,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Mi'kmaq,10,0,0,0,0
Saskatchewan (47)   20010,  Male,      Mohawk,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Montagnais-Naskapi,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Nisga'a,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      North Slave (Hare),0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Ojibway,780,765,0,0,15
Saskatchewan (47)   20010,  Male,      Oji-Cree,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Shuswap,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      South Slave,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Tlingit,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Italian,350,325,0,25,0
Saskatchewan (47)   20010,  Male,      Portuguese,190,165,0,20,0
Saskatchewan (47)   20010,  Male,      Romanian,360,310,0,50,0
Saskatchewan (47)   20010,  Male,      Spanish,1390,1145,0,100,145
Saskatchewan (47)   20010,  Male,      Danish,240,235,0,0,0
Saskatchewan (47)   20010,  Male,      Dutch,900,840,0,55,0
Saskatchewan (47)   20010,  Male,      Flemish,35,20,0,10,0
Saskatchewan (47)   20010,  Male,      Frisian,35,20,0,0,0
Saskatchewan (47)   20010,  Male,      German,13355,12925,0,175,255
Saskatchewan (47)   20010,  Male,      Norwegian,330,325,0,10,0
Saskatchewan (47)   20010,  Male,      Swedish,150,145,0,0,0
Saskatchewan (47)   20010,  Male,      Yiddish,20,20,0,10,0
Saskatchewan (47)   20010,  Male,      Bosnian,170,170,0,0,0
Saskatchewan (47)   20010,  Male,      Bulgarian,25,20,0,0,0
Saskatchewan (47)   20010,  Male,      Croatian,225,190,10,20,0
Saskatchewan (47)   20010,  Male,      Czech,160,160,0,0,0
Saskatchewan (47)   20010,  Male,      Macedonian,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Polish,1085,1055,0,25,10
Saskatchewan (47)   20010,  Male,      Russian,640,600,0,25,10
Saskatchewan (47)   20010,  Male,      Serbian,110,100,0,10,0
Saskatchewan (47)   20010,  Male,      Serbo-Croatian,100,95,0,0,0
Saskatchewan (47)   20010,  Male,      Slovak,130,110,0,20,0
Saskatchewan (47)   20010,  Male,      Slovenian,75,65,0,0,0
Saskatchewan (47)   20010,  Male,      Ukrainian,7345,7245,0,80,15
Saskatchewan (47)   20010,  Male,      Latvian,20,20,0,0,0
Saskatchewan (47)   20010,  Male,      Lithuanian,15,10,0,0,0
Saskatchewan (47)   20010,  Male,      Estonian,15,10,0,0,0
Saskatchewan (47)   20010,  Male,      Finnish,175,165,0,10,0
Saskatchewan (47)   20010,  Male,      Hungarian,1110,1080,0,35,0
Saskatchewan (47)   20010,  Male,      Greek,515,500,0,10,10
Saskatchewan (47)   20010,  Male,      Armenian,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Turkish,80,75,0,0,0
Saskatchewan (47)   20010,  Male,      Amharic,85,80,0,0,0
Saskatchewan (47)   20010,  Male,      Arabic,840,720,0,100,20
Saskatchewan (47)   20010,  Male,      Hebrew,15,15,0,0,0
Saskatchewan (47)   20010,  Male,      Maltese,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Somali,95,85,0,0,10
Saskatchewan (47)   20010,  Male,      Tigrigna,95,95,0,0,0
Saskatchewan (47)   20010,  Male,      Bengali,110,105,0,0,10
Saskatchewan (47)   20010,  Male,      Gujarati,115,110,0,0,10
Saskatchewan (47)   20010,  Male,      Hindi,170,165,0,10,0
Saskatchewan (47)   20010,  Male,      Kurdish,35,20,0,0,10
Saskatchewan (47)   20010,  Male,      Panjabi (Punjabi),485,460,0,10,15
Saskatchewan (47)   20010,  Male,      Pashto,55,55,0,0,0
Saskatchewan (47)   20010,  Male,      Persian (Farsi),395,370,0,20,10
Saskatchewan (47)   20010,  Male,      Sindhi,0,0,0,0,0
Saskatchewan (47)   20010,  Male,      Sinhala (Sinhalese),70,70,0,0,0
Saskatchewan (47)   20010,  Male,      Urdu,165,160,0,0,0
Saskatchewan (47)   20010,  Male,      Malayalam,65,65,0,0,0
Saskatchewan (47)   20010,  Male,      Tamil,140,140,0,0,0
Saskatchewan (47)   20010,  Male,      Telugu,45,40,0,0,0
Saskatchewan (47)   20010,  Male,      Japanese,90,85,0,0,0
Saskatchewan (47)   20010,  Male,      Korean,300,270,0,0,20
Saskatchewan (47)   20010,  Male,      Cantonese,840,755,0,20,60
Saskatchewan (47)   20010,  Male,"      Chinese, n.o.s.",2625,2400,0,25,205
Saskatchewan (47)   20010,  Male,      Mandarin,335,310,0,20,10
Saskatchewan (47)   20010,  Male,      Taiwanese,25,15,0,10,0
Saskatchewan (47)   20010,  Male,      Lao,170,165,0,0,0
Saskatchewan (47)   20010,  Male,      Khmer (Cambodian),70,70,0,0,0
Saskatchewan (47)   20010,  Male,      Vietnamese,650,575,0,35,40
Saskatchewan (47)   20010,  Male,      Bisayan languages,55,55,0,0,0
Saskatchewan (47)   20010,  Male,      Ilocano,35,40,0,0,0
Saskatchewan (47)   20010,  Male,      Malay,60,60,0,0,0
Saskatchewan (47)   20010,  Male,"      Tagalog (Pilipino, Filipino)",850,825,0,25,10
Saskatchewan (47)   20010,  Male,      Akan (Twi),35,30,0,0,0
Saskatchewan (47)   20010,  Male,      Swahili,45,30,0,10,10
Saskatchewan (47)   20010,  Male,      Creoles,20,10,0,10,0
Saskatchewan (47)   20010,  Male,      Other languages,1825,1630,0,100,90
Saskatchewan (47)   20010,  Male,  Multiple responses,3510,2945,0,555,0
Saskatchewan (47)   20010,  Male,    English and French,555,165,0,390,0
Saskatchewan (47)   20010,  Male,    English and non-official language,2770,2675,0,90,10
Saskatchewan (47)   20010,  Male,    French and non-official language,120,70,0,50,0
Saskatchewan (47)   20010,  Male,"    English, French and non-official language",65,35,0,30,0
Saskatchewan (47)   20010,  Female,Total - Detailed mother tongue,484445,456170,250,26265,1755
Saskatchewan (47)   20010,  Female,  Single responses,480360,452605,255,25745,1755
Saskatchewan (47)   20010,  Female,    English,410095,392920,0,17120,55
