Census Year,Boundary Type,Boundary Name,Boundary Number,Language English Only,Language English and French,Language Neither English nor French,Language French Only,Language Total,Language2 Tagalog,Language2 German,Language2 Ukrainian,Language2 Spanish,Language2 Polish,Language2 Punjabi,Language2 Portuguese,Language2 Chinese Other,Language2 Italian,Language2 All Other Languages,Language2 Russian,Language2 Hindi,Language2 Vietnamese,Language2 Cantonese,Language2 Ojibway,Language2 Arabic,Language2 Cree,Language2 Dutch,Language2 Korean,Language2 Hebrew,Language2 Mandarin,Language2 Farsi,Language2 Urdu,Language2 Greek,Language2 Amharic,Language2 Croatian,Language2 Hungarian,Language2 Yiddish,Language2 Japanese,Language2 Lao,Language2 Creoles,Language2 Serbian,Language2 Ilocano,Language2 Czech,Language2 Romanian,Language2 Gujarati,Language2 Swahili,Language2 Bosnian,Language2 Oji-Cree,Language2 Khmer,Language2 Somali,Language2 Tigrigna,Language2 Danish,Language2 Bengali,Language2 Kurdish,Language2 Serbo-Croatian,Language2 Slovak,Language2 Bisayan,Language2 Tamil,Language2 Sinhalese,Language2 Swedish,Language2 Slovenian,Language2 Malay,Language2 Flemish,Language2 Macedonian,Language2 Turkish,Language2 Finnish,Language2 Lithuanian,Language2 Latvian,Language2 Malayalam,Language2 Norwegian,Language2 Bulgarian,Language2 Inuktitut,Language2 Sioux,Language2 Pashto,Language2 Taiwanese,Language2 Telugu,Language2 Twi,Language2 Estonian,Language2 Dene,Language2 Maltese,Language2 Frisian,Language2 Armenian,Language2 Blackfoot,Language2 Mohawk,Language2 Sindhi,Language2 Other Languages,Language2 Algonquin,Language2 Atikamekw,Language2 Carrier,Language2 Chilcotin,Language2 Chipewyan,Language2 Dogrib,Language2 Gitksan,Language2 Hare,Language2 Inuinnaqtun,Language2 Kutchin-Gwich-in-Loucheux,Language2 Malecite,Language2 Mikmaq,Language2 Montagnais-Naskapi,Language2 Nisgaa,Language2 Shuswap,Language2 SouthSlave,Language2 Tlingit,Language2 Nonverbal,Language2 Gaelic,Language2 Micmac,Language2 Hakka,Language2 South Slave,Language2 Total
2006,Neighbourhood,Talbot-Grey,4.403,"2,080",175,20,20,"2,295",20,70,45,35,10,0,0,0,10,270,0,15,0,0,0,10,10,40,30,0,0,0,0,0,25,65,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,460
2006,Neighbourhood,Templeton-Sinclair,3.324,"4,785",250,125,0,"5,160",255,110,300,15,375,320,170,10,215,630,70,70,20,30,0,0,0,10,0,75,15,0,10,0,0,70,10,95,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"2,400"
2006,Neighbourhood,The Maples,3.317,"12,400",610,295,25,"13,335","2,115",215,415,80,290,"1,060",750,130,335,"1,790",125,415,125,30,100,20,50,25,0,150,40,0,25,10,15,90,20,35,0,25,0,10,25,10,0,130,25,10,0,110,0,10,0,0,10,0,0,15,0,0,0,25,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"7,180"
2006,Neighbourhood,Tissot,5.503,75,55,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
2006,Neighbourhood,Transcona South,4.425,635,85,0,0,720,0,0,45,0,10,0,10,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,95
2006,Neighbourhood,Tuxedo,2.619,"2,175",235,0,0,"2,415",35,70,0,20,10,30,0,20,75,285,0,20,0,10,0,0,0,15,0,130,0,0,10,15,0,0,0,40,0,0,0,0,15,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,545
2006,Neighbourhood,Tyndall Park,3.325,"11,855",705,210,10,"12,775","3,345",60,185,150,155,620,385,180,95,"1,515",25,270,355,155,55,65,20,10,0,0,20,0,85,15,0,40,20,0,10,70,0,0,25,0,15,60,0,10,10,25,0,0,0,10,0,0,0,70,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"6,690"
2006,Neighbourhood,Valhalla,4.421,"2,735",160,15,0,"2,910",10,500,255,25,70,0,20,0,0,125,25,0,0,0,0,0,10,40,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,005"
2006,Neighbourhood,Valley Gardens,4.422,"7,470",580,190,10,"8,250",240,640,210,430,135,625,85,80,25,725,25,170,30,25,10,10,0,25,20,0,0,0,40,10,10,0,10,0,25,20,40,0,90,10,0,15,0,0,35,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"3,195"
2006,Neighbourhood,Varennes,5.516,970,195,0,0,"1,170",0,30,0,10,15,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,95
2006,Neighbourhood,Varsity View,2.608,"2,280",310,10,0,"2,595",10,105,45,30,65,10,10,0,10,95,0,0,0,0,0,0,0,10,0,0,0,0,10,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,380
2006,Neighbourhood,Vialoux,2.63,850,90,0,0,945,0,45,0,30,0,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,175
2006,Neighbourhood,Victoria Crescent,5.523,500,120,0,0,620,0,20,0,0,0,0,0,0,0,30,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,50
2006,Neighbourhood,Victoria West,4.404,"2,395",205,0,0,"2,600",20,60,55,10,20,0,20,0,30,105,0,0,0,0,15,0,0,20,0,0,0,0,0,10,0,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,320
2006,Neighbourhood,Vista,5.524,"1,175",210,10,0,"1,390",80,30,50,30,10,10,0,0,10,70,0,10,0,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,290
2006,Neighbourhood,Waverley Heights,5.646,"4,645",475,70,0,"5,195",35,140,50,140,10,190,60,200,65,905,0,110,10,40,10,0,0,0,0,0,40,135,180,30,15,10,10,0,50,0,20,10,0,20,0,45,0,10,20,0,0,0,0,15,10,0,25,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,795"
2006,Neighbourhood,Wellington Crescent,1.631,"1,325",280,0,0,"1,605",10,80,40,45,0,0,0,0,10,85,0,10,0,0,0,0,0,0,0,10,10,0,0,25,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,270
2006,Neighbourhood,West Alexander,3.105,"3,655",190,145,10,"4,000",745,80,85,50,15,0,360,130,10,"1,185",20,10,195,45,40,140,70,10,0,0,85,120,0,0,40,15,10,0,10,85,30,0,10,0,0,0,0,0,10,30,40,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"2,660"
2006,Neighbourhood,West Broadway,1.103,"4,750",525,30,15,"5,325",65,180,50,210,35,10,30,10,35,"1,100",25,15,10,40,90,95,60,10,45,10,30,10,10,50,55,10,10,10,45,20,30,10,0,0,120,0,15,0,0,10,15,35,10,10,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,725"
2006,Neighbourhood,Westdale,2.632,"4,505",260,0,0,"4,765",60,105,30,90,35,0,25,25,45,250,35,10,0,10,15,0,10,15,0,15,15,0,10,30,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,665
2006,Neighbourhood,Weston,2.114,"5,540",220,50,0,"5,810","1,145",95,40,10,15,10,35,25,0,405,0,0,50,0,110,0,65,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,15,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,780"
2006,Neighbourhood,West Wolseley,2.226,215,30,0,0,255,0,15,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,35
2006,Neighbourhood,Westwood,2.224,"6,385",685,30,25,"7,125",55,245,130,35,40,0,20,0,100,475,40,0,15,55,20,0,20,10,0,10,10,0,35,135,0,10,10,0,25,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,100"
2006,Neighbourhood,Whyte Ridge,2.647,"6,875",580,110,0,"7,565",150,155,45,185,25,220,70,145,115,845,0,60,40,115,0,30,10,20,120,30,25,20,35,15,0,10,0,10,10,20,0,10,0,0,10,0,0,15,0,0,0,0,0,0,0,0,10,0,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,955"
2006,Neighbourhood,Wildwood,1.609,905,190,0,0,"1,095",0,45,25,45,10,0,0,0,15,85,10,0,0,0,0,0,0,25,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,225
2006,Neighbourhood,Wilkes South,2.6,520,75,0,0,595,0,10,10,60,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,115
2006,Neighbourhood,William Whyte,3.302,"5,920",175,105,15,"6,220",730,105,220,150,185,10,30,0,15,930,60,0,75,25,160,15,210,10,0,0,0,0,10,40,0,40,15,0,0,90,0,0,20,10,0,0,0,0,45,0,10,0,0,0,0,20,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"2,375"
2006,Neighbourhood,Windsor Park,5.525,"7,130","2,385",30,110,"9,660",55,245,145,120,105,30,20,90,20,425,10,10,25,0,10,30,0,20,10,0,0,0,20,30,10,10,10,0,10,15,0,0,10,0,15,0,10,0,0,0,0,0,20,0,0,10,10,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,255"
2006,Neighbourhood,Wolseley,1.113,"6,265","1,325",10,10,"7,605",35,475,60,305,60,20,70,20,95,545,15,10,0,45,15,15,40,15,10,0,25,10,0,20,0,10,30,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,15,10,10,0,0,10,0,10,15,0,0,10,0,10,0,10,15,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,685"
2006,Neighbourhood,Woodhaven,2.217,750,125,0,0,885,0,50,25,10,0,0,0,0,15,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,130
2006,Neighbourhood,Worthington,5.517,"4,475",825,95,25,"5,425",65,100,40,80,20,10,20,135,15,790,50,50,0,20,0,85,0,0,0,0,50,35,180,10,10,0,0,0,0,0,30,0,25,0,0,10,0,120,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"1,275"
2006,Neighbourhood Cluster,Assiniboine South Neighbourhood Cluster,2,"31,110","3,400",90,15,"34,615",215,"1,125",380,590,290,140,140,125,445,"2,820",205,190,25,55,10,150,10,80,55,395,35,55,55,320,10,25,50,230,15,0,15,50,20,20,40,50,35,0,0,0,40,0,30,20,145,15,0,10,15,15,50,10,0,10,0,10,10,0,15,0,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"6,270"
2006,Neighbourhood Cluster,Downtown East Neighbourhood Cluster,,"26,645","2,480",795,35,"29,960","2,480",760,395,790,265,75,670,490,260,"8,910",120,155,690,670,750,"1,010",620,40,260,25,385,355,80,85,655,25,30,15,160,125,140,60,25,20,135,25,160,10,100,45,330,185,25,50,10,0,0,15,20,15,30,0,20,0,0,10,10,0,0,0,0,15,20,15,10,0,0,0,0,15,0,0,0,10,0,0,"1,130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"15,095"
2006,Neighbourhood Cluster,Downtown West Neighbourhood Cluster,,"31,500","2,800",590,10,"34,900","5,775","1,150",325,675,215,100,"1,270",280,465,"4,365",95,140,565,290,345,65,310,50,90,25,120,45,85,90,55,10,80,10,145,100,50,10,205,10,0,0,20,0,105,215,75,10,15,15,10,0,0,55,35,10,35,10,10,10,0,15,40,10,35,0,30,25,20,0,25,0,10,0,0,25,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"14,620"
2006,Ward,Old Kildonan Ward,1,"41,210","2,345",865,45,"44,465","5,315",825,"2,340",485,"1,655","2,800","1,990",440,"1,055","5,325",665,875,410,95,200,60,125,60,15,440,80,10,125,55,25,275,115,385,60,80,0,40,115,55,55,155,65,15,0,115,10,10,0,0,0,10,40,20,0,0,0,50,10,10,0,0,0,15,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"22,230"
2006,Neighbourhood Cluster,Fort Garry North Neighbourhood Cluster,,"28,350","3,265",340,15,"31,970",475,"1,240",330,780,315,640,150,545,615,"4,130",100,530,195,405,10,175,0,155,445,55,280,120,160,75,20,75,85,40,25,40,15,65,0,20,30,40,20,90,0,10,0,0,20,45,0,15,20,0,110,90,0,15,10,15,10,10,10,10,30,20,10,0,0,0,0,15,15,15,10,10,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"9,220"
2006,Neighbourhood Cluster,Fort Garry South Neighbourhood Cluster,,"30,995","4,595",510,30,"36,130",310,"1,400",485,755,230,725,180,"2,065",370,"7,125",250,605,140,580,55,415,150,40,440,25,700,675,410,75,45,15,65,0,130,10,120,55,0,90,55,180,45,120,80,0,0,20,55,185,110,0,45,0,110,95,55,10,60,20,50,30,0,0,10,40,10,0,0,0,0,45,15,10,0,0,0,10,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"13,645"
2006,Neighbourhood Cluster,Inkster East Neighbourhood Cluster,,"12,485",550,100,10,"13,145","2,230",140,250,20,125,30,165,25,40,"1,075",10,35,75,10,235,10,140,25,0,0,0,0,0,10,10,15,25,0,10,35,30,0,35,0,10,0,10,0,15,25,0,0,25,0,0,0,10,40,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,100"
2006,Neighbourhood Cluster,Inkster West Neighbourhood Cluster,,"14,800",820,335,10,"15,960","3,925",125,235,145,195,930,470,220,130,"1,880",25,390,435,165,50,70,25,0,0,0,20,0,155,40,0,35,70,0,0,75,0,0,30,0,20,55,0,10,10,20,0,0,0,10,0,0,0,70,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"8,255"
2006,Neighbourhood Cluster,Point Douglas North Neighbourhood Cluster,,"23,655","1,335",350,20,"25,360","2,990",550,"1,345",370,775,50,340,210,105,"1,890",155,10,140,150,225,15,55,65,35,15,10,0,20,25,0,85,55,15,30,135,10,60,65,25,0,10,25,20,10,15,0,0,40,0,0,0,25,85,0,0,10,10,0,10,10,0,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"8,625"
2006,Neighbourhood Cluster,Point Douglas South Neighbourhood Cluster,,"11,540",465,235,15,"12,255","1,070",235,510,230,490,10,40,50,25,"1,950",195,0,135,25,460,40,370,30,0,0,0,10,20,40,15,50,25,0,25,85,55,0,20,10,15,0,0,0,110,35,10,0,0,0,0,20,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,15,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,610"
2006,Neighbourhood Cluster,River East East Neighbourhood Cluster,,"25,030","2,090",360,15,"27,495",545,"2,095",840,900,560,835,270,280,130,"2,480",335,250,170,115,50,65,45,120,45,10,0,95,35,0,15,120,105,0,30,65,85,55,95,20,0,25,0,60,30,30,0,0,10,0,10,85,15,0,0,0,10,10,0,0,45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"8,935"
2006,Neighbourhood Cluster,River East South Neighbourhood Cluster,,"15,665","1,250",120,40,"17,070",275,680,460,390,180,30,90,105,60,"1,695",115,45,135,30,65,90,20,85,55,0,10,65,15,0,110,80,45,10,10,10,25,15,10,65,25,0,15,25,0,10,95,0,0,25,0,85,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"3,965"
2006,Neighbourhood Cluster,River East West Neighbourhood Cluster,,"33,780","2,355",230,0,"36,375",220,"5,110","1,875","1,215",580,75,210,50,160,"2,280",415,25,75,30,100,40,20,250,10,55,15,40,0,40,115,175,110,15,35,55,10,25,0,40,25,25,20,0,30,30,0,0,40,10,0,45,35,0,0,0,15,15,0,0,35,0,10,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"11,775"
2006,Neighbourhood Cluster,River Heights East Neighbourhood Cluster,,"18,695","2,995",55,10,"21,750",220,785,305,650,145,0,100,165,225,"2,410",120,20,50,90,105,55,50,70,75,110,15,0,10,30,130,60,90,145,165,10,115,180,10,10,35,10,10,0,35,0,0,45,40,10,40,0,10,10,0,0,15,0,15,10,0,20,10,25,0,0,10,25,10,0,0,0,0,0,0,0,0,0,10,0,0,10,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,005"
2006,Neighbourhood Cluster,River Heights West Neighbourhood Cluster,,"30,350","4,220",180,0,"34,750",500,"1,120",670,975,305,200,115,230,680,"3,710",280,175,105,115,35,50,25,160,165,625,85,55,25,175,25,170,100,235,85,0,20,45,0,150,65,10,30,15,0,0,0,10,15,0,0,10,15,45,10,10,0,20,15,20,0,0,15,0,0,10,15,0,0,0,0,10,10,0,10,0,15,0,0,10,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"8,505"
2006,Neighbourhood Cluster,Seven Oaks East Neighbourhood Cluster,,"31,405","1,960",445,20,"33,825","1,830",965,"2,720",495,"2,035",590,"1,035",145,570,"3,790",670,130,165,95,175,10,70,150,10,380,45,0,10,45,35,265,65,455,60,45,20,70,40,70,80,25,30,0,10,0,10,0,0,0,0,35,50,10,0,0,0,40,10,10,40,0,0,0,15,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"14,175"
2006,Neighbourhood Cluster,Seven Oaks West Neighbourhood Cluster,,"19,315","1,045",385,25,"20,770","3,380",290,630,140,465,"1,905","1,055",275,555,"2,555",210,625,225,35,110,40,60,25,0,165,55,10,50,0,15,175,35,40,0,30,0,10,85,10,0,130,70,10,10,115,0,10,0,0,0,0,0,15,0,0,0,20,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"11,250"
2006,Neighbourhood Cluster,St. Boniface East Neighbourhood Cluster,,"25,975","7,485",290,245,"33,990",275,860,485,365,430,245,140,365,235,"2,155",125,180,205,255,15,60,15,90,75,0,20,30,80,90,10,25,90,10,45,15,15,15,20,55,25,35,20,20,0,15,0,0,15,0,0,0,65,15,0,15,0,25,0,10,0,0,0,10,0,35,0,0,0,10,10,0,20,10,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,555"
2006,Neighbourhood Cluster,St. Boniface West Neighbourhood Cluster,,"8,080","6,680",40,365,"15,165",110,290,130,440,90,10,15,40,90,"1,290",15,10,20,40,60,45,35,40,20,0,35,0,60,30,0,10,10,0,10,100,25,10,0,20,0,0,80,40,0,0,0,0,0,0,0,0,10,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,10,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"2,505"
2006,Neighbourhood Cluster,St. James - Assiniboia East Neighbourhood Cluster,,"24,030","2,310",70,20,"26,430",410,685,440,205,115,10,100,165,125,"1,300",135,40,30,20,40,115,30,50,80,25,0,10,25,135,0,10,70,0,40,0,0,10,10,20,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,40,0,0,0,0,20,10,10,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"3,555"
2006,Neighbourhood Cluster,St. James - Assiniboia West Neighbourhood Cluster,,"28,780","2,505",120,25,"31,430",205,950,560,205,255,30,70,55,260,"1,855",85,15,15,90,70,95,55,100,100,10,20,60,65,310,0,45,30,10,55,0,10,0,35,20,35,30,0,20,0,0,0,0,25,0,0,0,10,0,25,0,25,0,25,20,0,10,10,20,10,0,15,15,0,10,0,0,0,0,10,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,445"
2006,Neighbourhood Cluster,St. Vital North Neighbourhood Cluster,,"21,860","4,235",225,110,"26,435",135,690,370,500,190,65,45,215,115,"2,240",200,105,20,40,40,115,40,75,55,25,60,210,220,35,70,0,40,0,35,10,45,15,45,45,20,30,10,165,35,0,0,30,0,0,0,40,10,0,0,0,10,0,0,0,0,30,10,20,0,25,0,0,15,10,0,10,0,0,10,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,565"
