Census Year,Boundary Type,Boundary Name,Boundary Number,Language English Only,Language English and French,Language Neither English nor French,Language French Only,Language Total,Language2 Tagalog,Language2 German,Language2 Ukrainian,Language2 Spanish,Language2 Polish,Language2 Punjabi,Language2 Portuguese,Language2 Chinese Other,Language2 Italian,Language2 All Other Languages,Language2 Russian,Language2 Hindi,Language2 Vietnamese,Language2 Cantonese,Language2 Ojibway,Language2 Arabic,Language2 Cree,Language2 Dutch,Language2 Korean,Language2 Hebrew,Language2 Mandarin,Language2 Farsi,Language2 Urdu,Language2 Greek,Language2 Amharic,Language2 Croatian,Language2 Hungarian,Language2 Yiddish,Language2 Japanese,Language2 Lao,Language2 Creoles,Language2 Serbian,Language2 Ilocano,Language2 Czech,Language2 Romanian,Language2 Gujarati,Language2 Swahili,Language2 Bosnian,Language2 Oji-Cree,Language2 Khmer,Language2 Somali,Language2 Tigrigna,Language2 Danish,Language2 Bengali,Language2 Kurdish,Language2 Serbo-Croatian,Language2 Slovak,Language2 Bisayan,Language2 Tamil,Language2 Sinhalese,Language2 Swedish,Language2 Slovenian,Language2 Malay,Language2 Flemish,Language2 Macedonian,Language2 Turkish,Language2 Finnish,Language2 Lithuanian,Language2 Latvian,Language2 Malayalam,Language2 Norwegian,Language2 Bulgarian,Language2 Inuktitut,Language2 Sioux,Language2 Pashto,Language2 Taiwanese,Language2 Telugu,Language2 Twi,Language2 Estonian,Language2 Dene,Language2 Maltese,Language2 Frisian,Language2 Armenian,Language2 Blackfoot,Language2 Mohawk,Language2 Sindhi,Language2 Other Languages,Language2 Algonquin,Language2 Atikamekw,Language2 Carrier,Language2 Chilcotin,Language2 Chipewyan,Language2 Dogrib,Language2 Gitksan,Language2 Hare,Language2 Inuinnaqtun,Language2 Kutchin-Gwich-in-Loucheux,Language2 Malecite,Language2 Mikmaq,Language2 Montagnais-Naskapi,Language2 Nisgaa,Language2 Shuswap,Language2 SouthSlave,Language2 Tlingit,Language2 Nonverbal,Language2 Gaelic,Language2 Micmac,Language2 Hakka,Language2 South Slave,Language2 Total
2006,Neighbourhood Cluster,St. Vital South Neighbourhood Cluster,,"28,635","6,190",150,195,"35,170",385,"1,130",505,645,310,470,105,335,260,"2,845",125,245,50,105,20,225,15,135,65,15,30,65,200,50,205,40,90,0,15,65,70,0,20,15,55,40,50,20,0,0,0,135,20,30,65,15,25,0,20,75,10,10,20,45,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"6,990"
2006,Neighbourhood Cluster,Transcona Neighbourhood Cluster,6,"27,780","2,775",175,10,"30,740",260,890,855,310,345,60,110,120,145,"1,355",145,0,90,20,35,35,20,230,0,20,25,15,0,0,55,35,130,10,65,145,0,15,0,30,65,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,450"
2006,Ward,Charleswood - Tuxedo Ward,7,"37,980","3,980",205,15,"42,175",360,"1,280",425,775,310,360,215,265,565,"3,565",205,250,60,170,15,175,0,100,180,425,60,75,90,330,0,35,50,235,25,20,15,55,20,20,45,50,35,15,0,0,40,0,30,20,145,10,10,0,60,85,50,10,0,0,0,0,10,0,15,0,10,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"8,120"
2006,Ward,Daniel McIntyre Ward,4,"39,735","3,395",840,15,"43,990","6,830","1,295",415,920,305,140,"1,350",435,540,"8,005",130,195,990,435,730,520,565,60,185,25,300,180,145,90,365,0,80,15,165,115,120,30,225,20,10,0,70,10,175,225,225,100,35,15,0,10,0,60,50,25,35,0,10,10,0,15,40,10,35,0,30,25,35,0,25,0,0,0,0,25,0,0,0,0,0,0,"1,015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"20,235"
2006,Ward,Elmwood - East Kildonan Ward,14,"38,645","3,010",430,55,"42,140",780,"2,305","1,385","1,340",690,790,300,310,160,"4,050",425,265,285,145,100,145,65,170,105,0,0,160,60,0,150,230,180,15,50,60,115,50,100,95,35,25,15,65,40,35,95,0,15,25,10,145,35,10,0,10,10,25,10,10,0,10,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"12,110"
2006,Ward,Fort Rouge - East Fort Garry Ward,9,"39,255","5,730",140,30,"45,150",750,"1,530",570,"1,380",350,40,215,365,465,"5,995",205,105,95,190,265,465,255,175,275,145,215,85,45,125,450,85,125,155,315,35,170,245,0,20,165,20,70,10,40,10,70,150,45,35,40,0,15,15,15,0,35,0,35,10,0,30,25,25,0,10,15,35,20,10,0,0,10,10,10,10,10,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"11,660"
2006,Ward,Mynarski Ward,2,"37,160","2,205",405,30,"39,800","2,815","1,045","2,225",595,"1,845",50,285,145,185,"4,200",505,10,205,80,670,45,415,190,15,130,30,0,35,55,40,265,80,120,40,125,75,55,65,55,40,10,55,10,105,0,10,0,30,0,0,55,40,55,0,0,0,25,0,10,50,0,0,20,0,10,0,0,15,30,0,0,0,0,0,10,10,0,0,0,15,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"13,390"
2006,Ward,North Kildonan Ward,15,"33,945","2,410",270,10,"36,630",265,"5,465","1,765","1,125",590,140,230,115,185,"2,275",410,50,60,30,110,50,25,270,0,60,15,40,0,40,85,140,70,10,30,55,15,50,0,25,10,25,20,0,25,35,0,0,40,0,0,55,20,10,0,0,10,15,0,0,75,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"12,155"
2006,Ward,Point Douglas Ward,3,"39,410","1,925","1,050",35,"42,415","8,060",575,"1,210",470,605,660,"1,315",585,210,"5,845",110,325,805,760,580,245,360,45,20,10,120,140,95,60,60,95,85,0,35,265,75,40,95,10,25,65,65,20,60,125,110,0,25,30,0,10,20,125,0,0,10,25,10,0,0,10,10,10,10,0,0,10,0,15,30,0,10,0,0,10,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"19,535"
2006,Ward,River Heights - Fort Garry Ward,8,"42,485","5,565",405,15,"48,465",710,"1,885",845,"1,225",530,620,160,520,"1,085","6,165",355,640,225,370,30,175,10,215,435,635,250,145,135,210,15,215,170,270,85,20,15,85,10,170,75,55,50,75,0,0,0,0,35,40,0,15,15,40,65,25,0,40,15,30,10,0,15,10,30,20,15,0,0,0,0,15,25,0,10,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"13,745"
2006,Ward,St. Boniface Ward,12,"34,055","14,165",330,610,"49,155",390,"1,155",615,805,520,260,150,400,325,"3,465",135,180,230,295,75,110,60,135,95,0,55,35,140,115,10,30,95,10,60,110,40,25,20,70,30,35,100,65,0,15,0,0,20,0,0,0,70,15,0,15,10,55,10,30,0,10,0,10,0,40,10,0,10,0,10,0,20,10,0,0,0,0,0,10,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"8,085"
2006,Ward,St. Charles Ward,6,"28,775","2,510",125,25,"31,430",205,950,565,200,260,30,70,55,255,"1,835",85,10,15,90,70,100,55,100,95,10,20,60,65,310,0,40,30,10,55,0,10,0,35,20,35,25,0,20,0,0,0,0,25,0,0,0,10,0,20,0,25,10,25,20,0,10,10,15,10,0,15,15,0,10,0,0,0,0,10,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,425"
2006,Ward,St. James - Brooklands Ward,5,"26,625","2,505",75,25,"29,230",660,735,495,220,125,20,110,170,135,"1,485",140,40,35,30,70,115,25,70,80,20,0,10,20,130,0,15,80,0,40,30,0,10,15,20,15,0,0,0,0,0,0,0,30,0,0,0,0,15,0,15,40,10,10,0,0,20,20,10,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,155"
2006,Ward,St. Norbert Ward,10,"40,575","6,390",600,90,"47,650",430,"1,640",620,"1,005",325,890,225,"2,230",470,"8,160",300,680,170,600,65,490,150,50,465,45,720,720,460,100,70,20,100,0,145,20,170,55,10,90,80,210,85,135,80,0,0,45,55,215,115,0,45,10,110,130,55,0,85,25,50,35,0,10,10,45,20,20,0,0,10,45,15,0,10,0,0,10,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"15,995"
2006,Ward,St. Vital Ward,11,"40,910","8,625",290,250,"50,085",395,"1,575",735,900,405,375,105,390,280,"4,080",285,270,45,120,50,260,50,195,90,25,60,230,370,55,250,40,100,0,45,60,65,15,60,55,45,45,25,165,35,0,0,135,25,0,50,55,35,0,15,45,25,10,0,40,0,30,10,20,0,25,10,0,20,10,0,10,0,0,10,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"9,240"
2006,Ward,Transcona Ward,13,"29,665","3,055",180,10,"32,910",265,"1,000",880,355,380,60,155,125,150,"1,550",185,0,115,15,40,35,20,250,0,15,25,15,0,0,55,35,145,10,60,160,0,15,0,35,65,0,0,20,0,0,0,0,10,0,0,20,20,0,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"4,920"
